OBJECTID;Categorie;Adres ;Aanduiding ;Naam;Complex;Bouwjaar ;Architect ;Datum aanwijzing;Object nummer;Meer informatie;SHAPE.AREA;SHAPE.LEN;geo_shape;geo_point_2d
1586;Gemeentelijk monument;St Philomenastraat 4;Woonhuis;;Woningbouw Pastoor Van Arsplein;1930;A.H. Bredero;4-1-1994;GM0189;https://beeldmateriaal.eindhoven.nl/monumenten/GM0189.pdf;50.821293;29.419852150162;"{""type"": ""Polygon"", ""coordinates"": [[[5.459620785154964, 51.45899205477867], [5.4595786646317634, 51.45903439060268], [5.459690663657085, 51.45907787091758], [5.459732784116369, 51.459035535053275], [5.459620785154964, 51.45899205477867]]]}";51.4590349628,5.45965572439
1590;Gemeentelijk monument;Alard du Hamelstraat 59;Woonhuis;;;1930;A.H. Bredero;4-1-1994;GM0189;https://beeldmateriaal.eindhoven.nl/monumenten/GM0189.pdf;50.513211;31.4117931786822;"{""type"": ""Polygon"", ""coordinates"": [[[5.459228981703335, 51.45912950088593], [5.459292608425237, 51.45906555211924], [5.459288073192547, 51.45906379315266], [5.459281421769246, 51.4590704758466], [5.459216632706704, 51.45904531177463], [5.459220482765074, 51.459041435279836], [5.459216163496051, 51.45903975707461], [5.459149304342314, 51.459106943715554], [5.459222876097232, 51.459135589987106], [5.459228981703335, 51.45912950088593]]]}";51.4590892993,5.45921806596
1591;Gemeentelijk monument;Alard du Hamelstraat 57;Woonhuis;;;1930;A.H. Bredero;4-1-1994;GM0189;https://beeldmateriaal.eindhoven.nl/monumenten/GM0189.pdf;51.365823;32.4958474482252;"{""type"": ""Polygon"", ""coordinates"": [[[5.459228981703335, 51.45912950088593], [5.459296420156329, 51.459155759925295], [5.459360104303982, 51.45909176614306], [5.459377932439736, 51.45907388563224], [5.459351426469845, 51.45906358309474], [5.45933359835615, 51.45908148157885], [5.459292608425237, 51.45906555211924], [5.459228981703335, 51.45912950088593]]]}";51.4591073835,5.45930059373
1601;Gemeentelijk monument;Willem van Kesselstraat 186;Kerk;Emmaüskerk;;1962;C. Geenen en L. Oskam;15-3-2016;GM0389;https://beeldmateriaal.eindhoven.nl/monumenten/GM0389.pdf;1268.977462;161.759490207128;"{""type"": ""Polygon"", ""coordinates"": [[[5.467884450726876, 51.46207178640408], [5.467873126318011, 51.46210447700765], [5.467882409907646, 51.46210573797466], [5.467873633782283, 51.462131038136334], [5.46786435018773, 51.46212977716864], [5.467853311970065, 51.46216157769485], [5.467875808483724, 51.462164618250476], [5.467817353380001, 51.462333240998156], [5.46787486868764, 51.462341021286754], [5.467868096855137, 51.46236054035257], [5.467908397889938, 51.46236598651206], [5.467914983593815, 51.46234700689239], [5.468088422050837, 51.46237046376121], [5.468062552093667, 51.462445114547734], [5.468126343050837, 51.462453744275635], [5.468128991634104, 51.462446120053805], [5.468200957973423, 51.462455849662284], [5.468198352443277, 51.46246340194652], [5.46831488044447, 51.46247916781567], [5.468430212127852, 51.46214646216514], [5.468248829321606, 51.46212193269653], [5.4682503325538665, 51.46211760810615], [5.468089474588658, 51.46209585058232], [5.468088257700395, 51.46209936599259], [5.467884450726876, 51.46207178640408]]]}";51.462259971,5.46812915055
1602;Gemeentelijk monument;Rijtackerweg 11;Boerderij;Den Hurck;;1936;W.P.C. Knuttel;10-7-2007;GM0314;https://beeldmateriaal.eindhoven.nl/monumenten/GM0314.pdf;373.3039855;85.4551132451836;"{""type"": ""Polygon"", ""coordinates"": [[[5.405302466389384, 51.4632685898912], [5.405357418927724, 51.46329758761201], [5.405410516791377, 51.46325832573423], [5.405519803157518, 51.46331601553252], [5.405618575537872, 51.4632429848657], [5.405516658447552, 51.46318918607317], [5.405530670128393, 51.46317883789215], [5.4054757176194, 51.46314983126405], [5.405359292799134, 51.46308837630549], [5.40519339630747, 51.46321101670784], [5.405302466389384, 51.4632685898912]]]}";51.4632092917,5.40540303584
1603;Gemeentelijk monument;Woenselsestraat 316;School;;;1912;A. Bogers;4-1-1994;GM0274;https://beeldmateriaal.eindhoven.nl/monumenten/GM0274.pdf;569.9899725;131.963416590067;"{""type"": ""Polygon"", ""coordinates"": [[[5.472593822012346, 51.463154490933164], [5.472629465854059, 51.46318506217287], [5.472643743003674, 51.46317857087533], [5.472657925599406, 51.4631907311076], [5.472644511125373, 51.46319683526155], [5.472675643689004, 51.46322353568665], [5.4726530417896555, 51.463233817322426], [5.472686350769822, 51.46326237679912], [5.472517727577148, 51.46333908383306], [5.472560088095823, 51.46337542088914], [5.472587372398726, 51.463398825321754], [5.4727568727303, 51.46332171305347], [5.472786419971958, 51.46334704833795], [5.472807656005002, 51.463337387897994], [5.472838803184272, 51.46336410624596], [5.472849759071731, 51.463359118471715], [5.472878729856713, 51.46338395978074], [5.472867888985851, 51.46338889354115], [5.472892290789533, 51.46340982814286], [5.473029993920759, 51.463350860006265], [5.473035270560837, 51.46334845614524], [5.472734133687107, 51.46309016399208], [5.472723796082006, 51.46309486366448], [5.472593822012346, 51.463154490933164]]]}";51.4632686665,5.47277301904
1616;Gemeentelijk monument;Vlokhovenseweg 45, 45a;Pastorie;;;1920;;3-2-2009;GM0371;https://beeldmateriaal.eindhoven.nl/monumenten/GM0371.pdf;229.6673;84.5801245878184;"{""type"": ""Polygon"", ""coordinates"": [[[5.483664201656476, 51.471899304652304], [5.483626512343809, 51.471847480322715], [5.483587675106822, 51.471858496600866], [5.483567480869789, 51.4718307383737], [5.483579534798773, 51.47182732170105], [5.48355392751984, 51.47179210736877], [5.483645597645641, 51.47176610822685], [5.483610954193861, 51.47171847008201], [5.483461833893368, 51.47176076817382], [5.483495625559819, 51.471807229553384], [5.483461693331682, 51.47181685748199], [5.483489278099791, 51.47185478477274], [5.483421269703658, 51.47187407668968], [5.483481708008809, 51.47195718975967], [5.483546623896003, 51.471938772264984], [5.483664201656476, 51.471899304652304]]]}";51.4718456297,5.4835407429
1617;Gemeentelijk monument;Vlokhovenseweg 43;Kerk;Onze Lieve Vrouw van Lourdes kerk;;1919, 1931;W. te Riele/H.W. Valk;3-2-2009;GM0370;https://beeldmateriaal.eindhoven.nl/monumenten/GM0370.pdf;638.38526405;138.442218980993;"{""type"": ""Polygon"", ""coordinates"": [[[5.483664201656476, 51.471899304652304], [5.483546623896003, 51.471938772264984], [5.483560409131296, 51.47195772691835], [5.483554729560756, 51.47196717869052], [5.483563477058349, 51.47197920725971], [5.483547870192433, 51.471983633598626], [5.483546201994876, 51.471984282161465], [5.483544634737078, 51.47198502052732], [5.483543182811772, 51.47198584868425], [5.483541846180941, 51.47198674865509], [5.483540653630272, 51.471987720415896], [5.4835396051407574, 51.47198875497814], [5.483538700693342, 51.47198984335312], [5.483537969073723, 51.47199098551712], [5.483537395832044, 51.47199215451607], [5.483536980987325, 51.47199335933861], [5.483536753268137, 51.471994572995015], [5.483536712693611, 51.47199580447396], [5.483536830421052, 51.47199702683334], [5.483552202758317, 51.47201781386003], [5.483585834352407, 51.47206331355964], [5.483596363575933, 51.47206031162505], [5.483617192758667, 51.47208879740219], [5.48361060000491, 51.4720952117684], [5.483616103741118, 51.47209788583121], [5.4836211175616985, 51.47209349521854], [5.483690319988255, 51.47207381568455], [5.48369489582612, 51.472080094961996], [5.483701742706534, 51.4720781477407], [5.483697253472474, 51.47207198524428], [5.4837824798268855, 51.47204775310998], [5.483786795841555, 51.47205367305315], [5.483836521972763, 51.47203953760191], [5.483832104898087, 51.47203347392597], [5.483873991615684, 51.472021565159196], [5.483878235484927, 51.47202739527233], [5.483884880983547, 51.47202551112801], [5.4838807525995215, 51.472019842714985], [5.483889095553413, 51.47201753469483], [5.483968166561724, 51.47199565357221], [5.483971703130542, 51.47200051349516], [5.48397980141747, 51.47199821466043], [5.483974980145166, 51.47199159402921], [5.484010494668195, 51.471981524192444], [5.484019802727737, 51.47196604698479], [5.484009149703987, 51.47195140433547], [5.483987794505043, 51.471946397425455], [5.484014548093617, 51.471938366302346], [5.484020379698003, 51.47193954795732], [5.484023405861632, 51.47193450280773], [5.484016796263672, 51.47193295326487], [5.484019508287096, 51.47191553999048], [5.484029123931645, 51.47191612524853], [5.484030075334255, 51.47191004812851], [5.48401969689227, 51.471909472493195], [5.484010069207449, 51.471896446949174], [5.484015542715367, 51.47189166942528], [5.484008958949042, 51.47188872661934], [5.484004333029722, 51.4718927573803], [5.483979098773137, 51.47188425710663], [5.483975085837995, 51.471878732419356], [5.484089482787188, 51.47184627816915], [5.484076202602659, 51.47182802427277], [5.484046437693197, 51.47178710571141], [5.483860335959057, 51.47183988885762], [5.483846390537293, 51.471843843751245], [5.48380413711872, 51.47185582741844], [5.483821560014973, 51.471879776715014], [5.483788706612551, 51.471889098229546], [5.48378335128427, 51.47188174096379], [5.483775727703132, 51.47188391355023], [5.483780953133358, 51.47189110013958], [5.483742302888508, 51.47190206238225], [5.483737135186642, 51.47189494765249], [5.483687495425159, 51.471909029058224], [5.483677650858875, 51.47189549131331], [5.483664201656476, 51.471899304652304]]]}";51.4719484355,5.48380436764
1620;Gemeentelijk monument;Rijnstraat 20;Boerderij;;;1898;;4-1-1994;GM0213;https://beeldmateriaal.eindhoven.nl/monumenten/GM0213.pdf;285.320768;79.02576617825319;"{""type"": ""Polygon"", ""coordinates"": [[[5.434004022519734, 51.479653581420834], [5.433572479629432, 51.47966458591138], [5.433578065655224, 51.47974999379872], [5.434009609352495, 51.47973898928715], [5.434004022519734, 51.479653581420834]]]}";51.4797017876,5.43379104429
1631;Gemeentelijk monument;Philipswijk 21;Arbeiderswoning;;;1928;C. Smit?;4-1-1994;GM0193;https://beeldmateriaal.eindhoven.nl/monumenten/GM0193.pdf;68.140816;37.4484566913083;"{""type"": ""Polygon"", ""coordinates"": [[[5.476225047560027, 51.484883597438014], [5.476300380834706, 51.48482921244958], [5.476219327777474, 51.48478582329923], [5.476172460659095, 51.48481992608312], [5.476147028738093, 51.4848384261663], [5.4761370268481695, 51.48483308555823], [5.476111652264542, 51.48485146873743], [5.476151054522932, 51.48487249905558], [5.476173668787366, 51.48485610446746], [5.476225047560027, 51.484883597438014]]]}";51.48483717,5.47621184156
1632;Gemeentelijk monument;Philipswijk 22;Arbeiderswoning;;;1928;C. Smit?;4-1-1994;GM0193;https://beeldmateriaal.eindhoven.nl/monumenten/GM0193.pdf;81.78490000000001;36.871405325743595;"{""type"": ""Polygon"", ""coordinates"": [[[5.476225047560027, 51.484883597438014], [5.476196855202447, 51.484904032200966], [5.476278441715162, 51.48494771758398], [5.476306446692089, 51.48492717508092], [5.4763345956127765, 51.48490663246099], [5.4763813187300965, 51.48487252972244], [5.476300380834706, 51.48482921244958], [5.476225047560027, 51.484883597438014]]]}";51.4848884101,5.47628915403
1639;Gemeentelijk monument;Philipswijk 23;Arbeiderswoning;;;1928;C. Smit?;4-1-1994;GM0194;https://beeldmateriaal.eindhoven.nl/monumenten/GM0194.pdf;60.209182;31.0520111473405;"{""type"": ""Polygon"", ""coordinates"": [[[5.476875934773715, 51.485074888925396], [5.476896958887647, 51.48500418601263], [5.476790425963588, 51.48499185467799], [5.47677726789269, 51.48503608894406], [5.476769401690162, 51.48506255757176], [5.476875934773715, 51.485074888925396]]]}";51.4850333717,5.47683317921
1644;Gemeentelijk monument;Bokt 19;Boerderij;;;1876, 1959;;3-2-2009;GM0340;https://beeldmateriaal.eindhoven.nl/monumenten/GM0340.pdf;302.0452235;93.8233866481163;"{""type"": ""Polygon"", ""coordinates"": [[[5.496890301111096, 51.49084066516828], [5.496973683682731, 51.490834330559586], [5.49696799705656, 51.49080488012679], [5.497091228097756, 51.49079552366417], [5.497101055821997, 51.49084639012651], [5.497157647111748, 51.49084208511625], [5.497147819325351, 51.49079121865874], [5.497297827072869, 51.490779814267775], [5.497282355561314, 51.49069948836949], [5.496869100536159, 51.490730897810295], [5.496890301111096, 51.49084066516828]]]}";51.4907643928,5.49707670075
1655;Gemeentelijk monument;Piuslaan 93;School;;;1954;C. Geenen en L. Oskam;5-1-2016;GM0379;https://beeldmateriaal.eindhoven.nl/monumenten/GM0379.pdf;1517.42793745;156.027662959185;"{""type"": ""Polygon"", ""coordinates"": [[[5.502121183844119, 51.427937376430364], [5.502420026261085, 51.42820693934694], [5.502910459375559, 51.427994453981704], [5.502834832858289, 51.427923950867516], [5.502612605539156, 51.427724649542725], [5.502121183844119, 51.427937376430364]]]}";51.4279656956,5.5025164163
1656;Gemeentelijk monument;Piuslaan 93;School;;;1954;C. Geenen en L. Oskam;5-1-2016;GM0379;https://beeldmateriaal.eindhoven.nl/monumenten/GM0379.pdf;795.076592095;176.17597719765303;"{""type"": ""Polygon"", ""coordinates"": [[[5.501740965010879, 51.42817888152886], [5.501721187028007, 51.42815897307227], [5.501588784911426, 51.428210383668215], [5.501723977073164, 51.42834808324418], [5.501730103641938, 51.428354243454805], [5.501742169428196, 51.42836639327434], [5.501737156029634, 51.42836833976195], [5.501735786545628, 51.428366956851896], [5.5017149089183714, 51.428372981828474], [5.501751437852418, 51.42840976354309], [5.501767029354005, 51.42840014828816], [5.501766020269919, 51.428399133559815], [5.501771996139124, 51.42839681758783], [5.501789410099823, 51.428414346361], [5.501881914778795, 51.428507458942974], [5.501976985786061, 51.42860313968473], [5.501973882934906, 51.42860434722706], [5.50195695882619, 51.428598683061004], [5.5019419065310196, 51.42860544839715], [5.501928577777204, 51.428611439006254], [5.501898487544584, 51.42862496965516], [5.5019276359972835, 51.42865431595457], [5.50194506407528, 51.42864882467194], [5.501992908650348, 51.42863374843174], [5.501992333841386, 51.42862246820067], [5.501995149405559, 51.42862137779402], [5.502087107137977, 51.4287139424417], [5.502220889212074, 51.42866199958618], [5.502201528483333, 51.4286423604599], [5.5019321121168545, 51.428352579414025], [5.501947563664951, 51.42834508290553], [5.501903834107758, 51.42830278569899], [5.501886040666831, 51.42831045888895], [5.501740965010879, 51.42817888152886]]]}";51.4284389307,5.5019065858
1667;Gemeentelijk monument;Limburglaan 51;Bedrijfspand;Drukkerij Vrijdag;;1955;A.Korteweg;20200414;GM0408;https://beeldmateriaal.eindhoven.nl/monumenten/GM0408.pdf;46.752887755;42.7944306641067;"{""type"": ""Polygon"", ""coordinates"": [[[5.454061771782969, 51.43300430787053], [5.45404860756173, 51.43300311455001], [5.4540493077557475, 51.43300007597517], [5.453988153763477, 51.43299453812715], [5.453954871460796, 51.43313803447595], [5.453991429363949, 51.43314174918263], [5.454018630992488, 51.43301854825227], [5.454057629761209, 51.43302167996861], [5.454061771782969, 51.43300430787053]]]}";51.4330609843,5.45399582354
1675;Gemeentelijk monument;Tongelresestraat 20;Woonhuis;;;ca. 1905;;4-1-1994;GM0255;https://beeldmateriaal.eindhoven.nl/monumenten/GM0255.pdf;1.41769535;18.2154719296791;"{""type"": ""Polygon"", ""coordinates"": [[[5.487930792958212, 51.435268708181276], [5.48801050676388, 51.435205624082464], [5.488008591960436, 51.43520467294064], [5.487949995239447, 51.43525133713165], [5.487929001981021, 51.43526782434612], [5.487930792958212, 51.435268708181276]]]}";51.4352361604,5.48797046635
49;Gemeentelijk monument;Aalsterweg 198;Arbeiderswoning;;;1908;;4-1-1994;GM0047;https://beeldmateriaal.eindhoven.nl/monumenten/GM0047.pdf;83.8807015;38.786261442880395;"{""type"": ""Polygon"", ""coordinates"": [[[5.48476812017716, 51.42234195306218], [5.484817823824481, 51.4223360957188], [5.484819546962212, 51.422341820067324], [5.484932738440964, 51.422328484770574], [5.484914594426171, 51.42226808703733], [5.484913262258253, 51.422263667519324], [5.484796865702603, 51.42227740817735], [5.484798327218939, 51.42228181140861], [5.484744268460788, 51.42228818474775], [5.484760775312632, 51.42234282213101], [5.48476812017716, 51.42234195306218]]]}";51.4223055141,5.48484088785
53;Gemeentelijk monument;Aalsterweg 190;Arbeiderswoning;;;1908;;4-1-1994;GM0047;https://beeldmateriaal.eindhoven.nl/monumenten/GM0047.pdf;86.2276265;42.016655324728006;"{""type"": ""Polygon"", ""coordinates"": [[[5.484791453767347, 51.422536484635785], [5.484804383848599, 51.42257909814784], [5.48488464858951, 51.42257084213911], [5.484887139013412, 51.422579028742895], [5.484890628495343, 51.42259049537891], [5.484988728310172, 51.42257894346186], [5.485007313382649, 51.42257676157728], [5.484988416196422, 51.422513865634045], [5.484817298656582, 51.42253399108061], [5.484791453767347, 51.422536484635785]]]}";51.4225526226,5.4849072985
55;Gemeentelijk monument;Aalsterweg 186;Arbeiderswoning;;;1908;;4-1-1994;GM0047;https://beeldmateriaal.eindhoven.nl/monumenten/GM0047.pdf;58.0016025;30.5606899023595;"{""type"": ""Polygon"", ""coordinates"": [[[5.484928028959439, 51.42271368989329], [5.4850449197345075, 51.422701960358765], [5.485025949940942, 51.422638776844984], [5.484909451784995, 51.42265250151965], [5.484928028959439, 51.42271368989329]]]}";51.4226766895,5.48497739342
56;Gemeentelijk monument;Aalsterweg 184;Café;;;1908;;4-1-1994;GM0047;https://beeldmateriaal.eindhoven.nl/monumenten/GM0047.pdf;117.877846;48.75667299410979;"{""type"": ""Polygon"", ""coordinates"": [[[5.484928028959439, 51.42271368989329], [5.484928361967453, 51.42271477724483], [5.484899499763734, 51.422718208179816], [5.484905074262078, 51.42273652244468], [5.48483470103274, 51.422744887025594], [5.484849300598413, 51.422794968730564], [5.48492551227916, 51.42280057664783], [5.484921016695359, 51.42278255810507], [5.485030885178008, 51.422787966914775], [5.485064092193709, 51.42276576391827], [5.4850449197345075, 51.422701960358765], [5.484928028959439, 51.42271368989329]]]}";51.4227526608,5.48495567476
61;Gemeentelijk monument;Hoogstraat 359;Woonhuis;;;ca. 1900;;4-1-1994;GM0125;https://beeldmateriaal.eindhoven.nl/monumenten/GM0125.pdf;70.4135928;33.6625256857323;"{""type"": ""Polygon"", ""coordinates"": [[[5.458991754930179, 51.42272813798611], [5.45905298805936, 51.42266449623934], [5.459054782479538, 51.42266276031462], [5.458991700903317, 51.42263903316864], [5.458953609514743, 51.4226232878137], [5.458904414862914, 51.42267443950056], [5.458889974937064, 51.422689441528405], [5.458906691297155, 51.42269579521707], [5.458934197056845, 51.422706250081376], [5.458991754930179, 51.42272813798611]]]}";51.4226760284,5.45897228186
62;Gemeentelijk monument;Hoogstraat 357;Woonhuis;;;ca. 1900;;4-1-1994;GM0125;https://beeldmateriaal.eindhoven.nl/monumenten/GM0125.pdf;69.8179441;33.45987060710169;"{""type"": ""Polygon"", ""coordinates"": [[[5.458991754930179, 51.42272813798611], [5.459085809857435, 51.42276389083891], [5.459092312277565, 51.42276635870996], [5.459094049077814, 51.42276455091073], [5.459156074444627, 51.42270008975114], [5.4591043558718, 51.42268140817884], [5.459085668745483, 51.42267438158467], [5.459054782479538, 51.42266276031462], [5.45905298805936, 51.42266449623934], [5.458991754930179, 51.42272813798611]]]}";51.4227144407,5.45907375085
67;Gemeentelijk monument;Genneperweg bij 143;Poort;;;2e helft 18e eeuw;;4-1-1994;GM0098;https://beeldmateriaal.eindhoven.nl/monumenten/GM0098.pdf;78.43986464;31.405898319239597;"{""type"": ""Polygon"", ""coordinates"": [[[5.469725967475046, 51.42330087152821], [5.469725687213576, 51.423296954457875], [5.469724860665235, 51.42329306833644], [5.469723496507034, 51.42328924102264], [5.469721604858629, 51.42328550307088], [5.469719197272486, 51.4232818823378], [5.4697162953652665, 51.42327840667296], [5.469712920750403, 51.42327510212826], [5.469709096478973, 51.42327199475445], [5.469704854222002, 51.423269107000706], [5.469700225650494, 51.42326646131631], [5.469695246743786, 51.42326407745084], [5.469689953481192, 51.42326197515382], [5.469684387583138, 51.42326016877754], [5.46967859076846, 51.4232586717754], [5.4696726076315, 51.423257497598804], [5.469666482755039, 51.4232566534071], [5.469660265033625, 51.42325614545771], [5.469653999046816, 51.423255979112184], [5.469647733677713, 51.423256154335974], [5.469641517809413, 51.423256671094386], [5.469635396001966, 51.42325752396267], [5.469629417127169, 51.423258706614135], [5.46962362574179, 51.42326021182632], [5.469618066391409, 51.42326202608469], [5.469612780746092, 51.423264135876735], [5.469607810474252, 51.42326652679106], [5.469603191483678, 51.42326917902722], [5.469598959682183, 51.423272072784656], [5.469595146659497, 51.42327518556943], [5.469591784005371, 51.423278494887406], [5.469588894676596, 51.42328197465525], [5.469586500192328, 51.423285598790514], [5.469584622068444, 51.42328933941316], [5.469583271756628, 51.42329316865009], [5.469582459265996, 51.4232970559328], [5.469582193172779, 51.42330097339024], [5.469582473421948, 51.42330489046095], [5.469583299958373, 51.423308776583404], [5.469584664105394, 51.42331260389886], [5.469586555743703, 51.42331634185284], [5.469588963321136, 51.42331996258868], [5.4695918652213, 51.42332343825666], [5.469595239830972, 51.42332674280487], [5.469599064099239, 51.42332985018243], [5.469603306355167, 51.42333273793999], [5.469607934927783, 51.423335383628206], [5.469612913837716, 51.4233377674974], [5.469618207105559, 51.42333986979793], [5.4696237730107224, 51.42334167617735], [5.469629569834154, 51.42334317318219], [5.469635552981249, 51.423344347360946], [5.469641677868915, 51.42334519155425], [5.469647895602265, 51.42334569950464], [5.469654161601379, 51.42334586585044], [5.469660426982783, 51.423345690626284], [5.469666642863001, 51.423345173866856], [5.469672764681625, 51.42334432099695], [5.46967874356652, 51.423343138343235], [5.469684534960607, 51.42334163312829], [5.469690094318045, 51.423339818866744], [5.469695379968553, 51.42333770907123], [5.469700350243555, 51.42333531815318], [5.469704969235174, 51.4233326659132], [5.469709201035559, 51.42332977215188], [5.469713014055021, 51.42332665936341], [5.469716376703898, 51.423323350041954], [5.469719266025563, 51.42331987027099], [5.469721660501078, 51.42331624613298], [5.469723538614829, 51.42331250550821], [5.469724888915438, 51.42330867626961], [5.469725701394135, 51.42330478898594], [5.469725967475046, 51.42330087152821]]]}";51.4233009225,5.46965408032
72;Gemeentelijk monument;Mendelssohnlaan 190;Kerk;Kerk van de H.H. Harten;;1963;C. Geenen en L. Oskam;15-3-2016;GM0385;https://beeldmateriaal.eindhoven.nl/monumenten/GM0385.pdf;1312.0165305;195.608738436492;"{""type"": ""Polygon"", ""coordinates"": [[[5.450313403921809, 51.423846095347685], [5.450314868854048, 51.42386572584359], [5.450319223451903, 51.42388518398626], [5.45032643873979, 51.423904307994704], [5.450336442609008, 51.423922936111225], [5.45034916295032, 51.42394090657791], [5.450364484533755, 51.423958066648744], [5.450322365786228, 51.42397406241042], [5.450334070142954, 51.42398513011909], [5.450351331959267, 51.42400174082853], [5.450370706008713, 51.424017415564855], [5.450392048378769, 51.42403205552962], [5.450415215168472, 51.424045570913115], [5.450442406759706, 51.42405839197474], [5.450471264081049, 51.42406970202459], [5.450501571341033, 51.424079411292006], [5.450386427724089, 51.42414696094186], [5.450389377878003, 51.4241489278607], [5.450360128607822, 51.424166085166775], [5.450357451879301, 51.424164297872395], [5.450242580756454, 51.42423167644124], [5.450284444152601, 51.42425957259198], [5.450333632610891, 51.424292336617896], [5.450448403170061, 51.424225002957684], [5.450436012504085, 51.42421674909531], [5.450464960095392, 51.42419977170801], [5.450491770561624, 51.42421762662358], [5.450680022724763, 51.42410718794455], [5.450658191547084, 51.42409265616688], [5.45066235538623, 51.42407823604242], [5.45070459876438, 51.424079480390056], [5.450746824046819, 51.424078055092444], [5.450788599908292, 51.42407396937418], [5.450796653446418, 51.424054810080726], [5.45080213287465, 51.424035292646856], [5.450805024031575, 51.42401556988835], [5.450805283950636, 51.42399575868184], [5.450852967552432, 51.42399067196548], [5.450841542027687, 51.42397344690636], [5.4508327180612675, 51.42395564514686], [5.450826553349129, 51.42393740148636], [5.450823105636959, 51.42391888667873], [5.450822403877521, 51.42390024452733], [5.450775686023656, 51.423907020576365], [5.450762722920921, 51.42389035364837], [5.45074777663174, 51.42387434397655], [5.450730947938499, 51.42385909038074], [5.450706796825598, 51.42384080260484], [5.450679930518746, 51.423824062359934], [5.450654924156927, 51.42381106937632], [5.450628295017369, 51.4237994255752], [5.450600201339872, 51.423789193790086], [5.450613475820511, 51.4237610249992], [5.450560789161805, 51.423755858252136], [5.450521888111103, 51.42374888623952], [5.450468800511335, 51.42373451525442], [5.450454792592779, 51.423762612518324], [5.450423864306341, 51.423761101258], [5.450392837733197, 51.42376128890464], [5.450361957276245, 51.42376316633667], [5.450331467350967, 51.42376673342163], [5.45032771094053, 51.423774330900464], [5.45032033928481, 51.42379802907845], [5.450315555949368, 51.423821986523244], [5.450313403921809, 51.423846095347685]]]}";51.4239797303,5.45053533075
73;Gemeentelijk monument;Mendelssohnlaan 190;Kerk;Kerk van de H.H. Harten;;1963;C. Geenen en L. Oskam;15-3-2016;GM0385;https://beeldmateriaal.eindhoven.nl/monumenten/GM0385.pdf;78.43986464;31.405898319239597;"{""type"": ""Polygon"", ""coordinates"": [[[5.451058703066019, 51.423809859631845], [5.451058424405914, 51.42380594251539], [5.451057599440288, 51.42380205626038], [5.451056236834835, 51.42379822872695], [5.451054346696803, 51.42379449047113], [5.45105194056738, 51.423790869351485], [5.451049040052052, 51.42378739322103], [5.451045666753824, 51.423784088135086], [5.451041843713346, 51.423780980148095], [5.451037602592802, 51.42377809171445], [5.4510329750543445, 51.42377544528833], [5.451027997069616, 51.423773060625116], [5.451022704610231, 51.423770957480116], [5.451017139391199, 51.42376915021234], [5.451011343126296, 51.42376765228183], [5.451005360404847, 51.4237664771472], [5.450999235807184, 51.42376563197486], [5.450993018225829, 51.42376512303006], [5.45098675223863, 51.42376495568155], [5.450980486729236, 51.42376512990251], [5.450974270581294, 51.42376564566618], [5.450968148357568, 51.42376649755489], [5.450962168932971, 51.423767679249735], [5.450956376867723, 51.42376918353549], [5.450950816713424, 51.423770996904594], [5.450945530146132, 51.4237731058513], [5.450940558840619, 51.423775495970865], [5.450935938713174, 51.42377814746854], [5.450931705680115, 51.42378104054956], [5.450927891340731, 51.42378415272503], [5.450924527294332, 51.42378746150586], [5.450921636508644, 51.42379094081237], [5.450919240513739, 51.4237945645656], [5.450917360837152, 51.423798304888834], [5.450916008942108, 51.42380213391093], [5.450915194850355, 51.42380602106485], [5.450914927149632, 51.42380993848094], [5.450915205797429, 51.423813855597786], [5.45091603075113, 51.42381774185383], [5.450917393345394, 51.42382156938886], [5.450919283473319, 51.42382530764692], [5.450921689594022, 51.4238289287693], [5.450924590102285, 51.42383240490291], [5.450927963395312, 51.423835709992396], [5.450931786432618, 51.42383881798307], [5.450936027552111, 51.423841706420575], [5.450940655091669, 51.42384435285055], [5.450945633079618, 51.423846737517486], [5.450950925544248, 51.42384884066593], [5.450956490770388, 51.423850647936874], [5.450962287044044, 51.42385214587005], [5.450968269775629, 51.423853321006895], [5.450974394384503, 51.42385416618086], [5.450980611977797, 51.423854675126655], [5.450986877977308, 51.42385484247544], [5.450993143499011, 51.423854668254144], [5.450999359658877, 51.42385415248949], [5.451005481893793, 51.423853300599156], [5.451011461328497, 51.42385211890203], [5.451017253402464, 51.42385061461358], [5.451022813563828, 51.423848801241284], [5.451028100136322, 51.4238466922911], [5.451033071445007, 51.42384430216782], [5.451037691573503, 51.42384165066632], [5.451041924605459, 51.42383875758142], [5.451045738941624, 51.42383564540226], [5.451049102982779, 51.42383233661791], [5.45105199376136, 51.423828857308294], [5.45105438974751, 51.42382523355238], [5.451056269413961, 51.4238214932269], [5.451057621297795, 51.423817664203206], [5.451058435377608, 51.42381377704831], [5.451058703066019, 51.423809859631845]]]}";51.4238098991,5.45098681511
