Objectid ;Straat ;Type_en_merk ;Aantal ;geo_shape;geo_point_2d
5869;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.47387538744003, 51.46894486245579]}";51.4689448625,5.47387538744
5873;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.4729635472082965, 51.46882235713976]}";51.4688223571,5.47296354721
5874;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.472994225397569, 51.46881960198875]}";51.468819602,5.4729942254
5875;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473027096285147, 51.46881957776405]}";51.4688195778,5.47302709629
5876;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.47306433969033, 51.46881817504178]}";51.468818175,5.47306433969
5877;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473090633521186, 51.4688181556491]}";51.4688181556,5.47309063352
5878;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.47312350440765, 51.468818131397256]}";51.4688181314,5.47312350441
5881;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473239641127111, 51.46881531308779]}";51.4688153131,5.47323964113
5883;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473301005204809, 51.46881390145277]}";51.4688139015,5.4733010052
5884;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473331674141888, 51.46881387877051]}";51.4688138788,5.47333167414
6144;St Lambertusstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.471315590364832, 51.43353592610854]}";51.4335359261,5.47131559036
6147;St Lambertusstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.471272217779989, 51.43359031196898]}";51.433590312,5.47127221778
6148;St Lambertusstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.471235792025583, 51.43359841909639]}";51.4335984191,5.47123579203
6150;St Lambertusstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.471337031479463, 51.43369163941007]}";51.4336916394,5.47133703148
6152;St Lambertusstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.47139812103209, 51.43367617066226]}";51.4336761707,5.47139812103
6414;Michelangelolaan;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.470765741701906, 51.46434213835919]}";51.4643421384,5.4707657417
6415;Rodinstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.471272847949229, 51.464270174155295]}";51.4642701742,5.47127284795
6417;Rodinstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.471284845794249, 51.46389440192635]}";51.4638944019,5.47128484579
6418;Rodinstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.471292548846526, 51.46394196163351]}";51.4639419616,5.47129254885
6420;Rodinstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.471280051052844, 51.464046613894226]}";51.4640466139,5.47128005105
6422;Rodinstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.471285325351811, 51.4641544236184]}";51.4641544236,5.47128532535
6425;Rodinstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.471281778888916, 51.46367261534686]}";51.4636726153,5.47128177889
6427;Dupuislaan;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.472090630724089, 51.463859045502836]}";51.4638590455,5.47209063072
6430;Dupuislaan;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.47173524360292, 51.463843766279815]}";51.4638437663,5.4717352436
6437;Dupuislaan;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.472581021432851, 51.46385646763461]}";51.4638564676,5.47258102143
6438;Dupuislaan;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.472652097537244, 51.463858634792615]}";51.4638586348,5.47265209754
6440;Dupuislaan;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.472790696817882, 51.46386297248936]}";51.4638629725,5.47279069682
6707;Heilige Geeststraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.472795202480291, 51.43741145136069]}";51.4374114514,5.47279520248
6710;Heilige Geeststraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.473173921409229, 51.43726276923007]}";51.4372627692,5.47317392141
6711;Heilige Geeststraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.473132846812429, 51.437274215178626]}";51.4372742152,5.47313284681
6718;Heilige Geeststraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.473757623162199, 51.437088270943875]}";51.4370882709,5.47375762316
6722;Heilige Geeststraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.474531103569704, 51.437480306740554]}";51.4374803067,5.47453110357
6723;Heilige Geeststraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.474513311411898, 51.43746287936547]}";51.4374628794,5.47451331141
6728;Heilige Geeststraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.474419250750392, 51.43735830644636]}";51.4373583064,5.47441925075
6729;Heilige Geeststraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.47438368624921, 51.43733296525642]}";51.4373329653,5.47438368625
6731;Heilige Geeststraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.474343015993183, 51.43729018715497]}";51.4372901872,5.47434301599
6733;Heilige Geeststraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.474304876713702, 51.43724423594116]}";51.4372442359,5.47430487671
6736;Heilige Geeststraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.474248942541081, 51.43717927259807]}";51.4371792726,5.47424894254
5888;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473452202907287, 51.46881241428724]}";51.4688124143,5.47345220291
5894;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473653792920547, 51.468806790695695]}";51.4688067907,5.47365379292
5896;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473717344527782, 51.46880537721751]}";51.4688053772,5.47371734453
5902;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473921139022857, 51.46880111780143]}";51.4688011178,5.47392113902
5905;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.474030698596299, 51.46879830360297]}";51.4687983036,5.4740306986
5907;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.472926201831485, 51.468777216657706]}";51.4687772167,5.47292620183
6162;St Lambertusstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.471061819897237, 51.43357797850055]}";51.4335779785,5.4710618199
6165;Gestelsestraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.471892060771813, 51.43334573012123]}";51.4333457301,5.47189206077
6166;Gestelsestraat;Parkeerplaats laden/lossen;1.0;"{""type"": ""Point"", ""coordinates"": [5.4719225803080604, 51.433285852317034]}";51.4332858523,5.47192258031
6171;Gestelsestraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.47197897282448, 51.43339753149939]}";51.4333975315,5.47197897282
6172;Gestelsestraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.472006970656292, 51.4333504284182]}";51.4333504284,5.47200697066
6173;Gestelsestraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.472031153588898, 51.43330891906709]}";51.4333089191,5.47203115359
6181;Willemstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473051305782999, 51.43838684388057]}";51.4383868439,5.47305130578
6182;Willemstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473196396194343, 51.438372993090134]}";51.4383729931,5.47319639619
6185;Willemstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.4734982999621895, 51.43834619912112]}";51.4383461991,5.47349829996
6188;Willemstraat;Parkeerplaats Gehandicapten;1.0;"{""type"": ""Point"", ""coordinates"": [5.474037612921782, 51.438298167029444]}";51.438298167,5.47403761292
6189;Willemstraat;Parkeerplaats Gehandicapten;1.0;"{""type"": ""Point"", ""coordinates"": [5.474140212187926, 51.438288921992516]}";51.438288922,5.47414021219
6191;Hof van Eden;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473955548354265, 51.43358671571396]}";51.4335867157,5.47395554835
6192;Hof van Eden;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473986267988724, 51.433603133099]}";51.4336031331,5.47398626799
6193;Hof van Eden;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.474010413072158, 51.433618189101225]}";51.4336181891,5.47401041307
6194;Hof van Eden;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.474034566006846, 51.433637361905994]}";51.4336373619,5.47403456601
6442;Tetrodestraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.470808860100429, 51.46356785335403]}";51.4635678534,5.4708088601
6443;Tetrodestraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.470910394130847, 51.463569365097534]}";51.4635693651,5.47091039413
6444;Tetrodestraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.470984014268067, 51.46357565453879]}";51.4635756545,5.47098401427
6445;Tetrodestraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.471080483145343, 51.46358351217491]}";51.4635835122,5.47108048315
6450;Tramstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.4833962998753645, 51.439634368120224]}";51.4396343681,5.48339629988
6451;Tramstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.48339640019858, 51.43968193339916]}";51.4396819334,5.4833964002
6452;Tramstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.483356498222645, 51.44000857968413]}";51.4400085797,5.48335649822
6457;Tramstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.483495679081161, 51.43984198723806]}";51.4398419872,5.48349567908
6461;Tramstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.483389029682935, 51.439796095637455]}";51.4397960956,5.48338902968
6463;Tramstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.483368988423814, 51.43991660984994]}";51.4399166098,5.48336898842
6743;Heilige Geeststraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.474408645233303, 51.43711890376757]}";51.4371189038,5.47440864523
6744;Heilige Geeststraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.474423895797771, 51.437134747461556]}";51.4371347475,5.4744238958
6745;Heilige Geeststraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.474449318430415, 51.43716326744638]}";51.4371632674,5.47444931843
6747;Heilige Geeststraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.474317111945217, 51.437009572963355]}";51.437009573,5.47431711195
6749;Heilige Geeststraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.474497623803396, 51.437218723702244]}";51.4372187237,5.4744976238
6751;Heilige Geeststraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.474530663465265, 51.437250409160185]}";51.4372504092,5.47453066347
6755;Heilige Geeststraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.474604402567838, 51.43734072773293]}";51.4373407277,5.47460440257
5919;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473338165802216, 51.46876870598518]}";51.468768706,5.4733381658
5920;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473373224204984, 51.468768680044676]}";51.46876868,5.4733732242
5924;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473493752866283, 51.46876722450724]}";51.4687672245,5.47349375287
6197;Hof van Eden;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473854871066494, 51.43367861003702]}";51.43367861,5.47385487107
6199;Hof van Eden;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473900960993234, 51.433708723729765]}";51.4337087237,5.47390096099
6200;Hof van Eden;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473670468810217, 51.43355814612649]}";51.4335581461,5.47367046881
6205;Hof van Eden;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.47385018043496, 51.433518273534055]}";51.4335182735,5.47385018043
6208;Hof van Eden;Parkeerplaats Afgekruist;1.0;"{""type"": ""Point"", ""coordinates"": [5.473617494361153, 51.43337044799295]}";51.433370448,5.47361749436
6466;Tramstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.48334659378214, 51.44012432961204]}";51.4401243296,5.48334659378
6467;Tramstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.483341634625278, 51.44017824057632]}";51.4401782406,5.48334163463
6469;Tramstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.483448216513043, 51.440192422034855]}";51.440192422,5.48344821651
6471;Tramstraat;Parkeerplaats Afgekruist;1.0;"{""type"": ""Point"", ""coordinates"": [5.483443406590937, 51.44031768047044]}";51.4403176805,5.48344340659
6480;Tramstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.483409642140899, 51.44062481357078]}";51.4406248136,5.48340964214
6483;Tramstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.483279445032257, 51.440673279245345]}";51.4406732792,5.48327944503
6484;Tramstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.483261960261124, 51.44080330492445]}";51.4408033049,5.48326196026
6485;Tramstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.48325951658185, 51.44084770108503]}";51.4408477011,5.48325951658
6486;Tramstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.483251988566973, 51.44088734463577]}";51.4408873446,5.48325198857
6487;Tramstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.483383435315048, 51.44076749354619]}";51.4407674935,5.48338343532
6494;Tramstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.483238136497673, 51.44104253916442]}";51.4410425392,5.4832381365
6774;Prins Hendrikstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.473909546662186, 51.43645640060794]}";51.4364564006,5.47390954666
6776;Prins Hendrikstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.473842620747129, 51.4364792816793]}";51.4364792817,5.47384262075
6777;Prins Hendrikstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.473769641700675, 51.43652119354083]}";51.4365211935,5.4737696417
6778;Prins Hendrikstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.473696511012032, 51.43648319525879]}";51.4364831953,5.47369651101
6782;Prins Hendrikstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.473578007120318, 51.436597439424474]}";51.4365974394,5.47357800712
6784;Prins Hendrikstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.4733315311121, 51.43664899235456]}";51.4366489924,5.47333153111
6787;Prins Hendrikstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.473346851800998, 51.43670225418911]}";51.4367022542,5.4733468518
6790;Prins Hendrikstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.473088192271282, 51.43675000981684]}";51.4367500098,5.47308819227
6792;Prins Hendrikstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.4730913643866135, 51.436818501169995]}";51.4368185012,5.47309136439
6793;Smitsstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.472737845874916, 51.436838394579304]}";51.4368383946,5.47273784587
6796;Smitsstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.472701252165634, 51.436804174620654]}";51.4368041746,5.47270125217
6797;Smitsstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.472805083469275, 51.43698104033915]}";51.4369810403,5.47280508347
6798;Smitsstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.472728888269663, 51.43693162809001]}";51.4369316281,5.47272888827
6804;Smitsstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.47247057029273, 51.43716393484406]}";51.4371639348,5.47247057029
6805;Smitsstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.47230624303692, 51.43719449706118]}";51.4371944971,5.47230624304
5928;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473623043511214, 51.46876438707846]}";51.4687643871,5.47362304351
5930;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473684393116432, 51.46876297525253]}";51.4687629753,5.47368439312
5932;Kleine Berg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.474316299914843, 51.43611589533323]}";51.4361158953,5.47431629991
5935;Kleine Berg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.474212217372203, 51.43603857171577]}";51.4360385717,5.47421221737
5936;Kleine Berg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.474181226332675, 51.436016482741294]}";51.4360164827,5.47418122633
5937;Kleine Berg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.474147998303122, 51.4359902516508]}";51.4359902517,5.4741479983
5940;Kleine Berg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.474059423543992, 51.43592259711308]}";51.4359225971,5.47405942354
5943;Kleine Berg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473823644319902, 51.43565980916152]}";51.4356598092,5.47382364432
5948;Bergstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.475909834342419, 51.43702929831779]}";51.4370292983,5.47590983434
5949;Bergstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.475959654695555, 51.43700068534366]}";51.4370006853,5.4759596547
5956;Bergstraat;Parkeerplaats Gehandicapten;1.0;"{""type"": ""Point"", ""coordinates"": [5.476366451639003, 51.43671069643336]}";51.4367106964,5.47636645164
6214;Hof van Eden;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.472861625429408, 51.43364918831502]}";51.4336491883,5.47286162543
6225;Hof van Eden;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.472828513037374, 51.4335299958787]}";51.4335299959,5.47282851304
6227;Hof van Eden;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.47287451100782, 51.43350392183383]}";51.4335039218,5.47287451101
6229;Hof van Eden;Parkeerplaats Afgekruist;1.0;"{""type"": ""Point"", ""coordinates"": [5.472924900172236, 51.4334805860825]}";51.4334805861,5.47292490017
6230;Hof van Eden;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473929831651518, 51.43310043853428]}";51.4331004385,5.47392983165
6235;Hof van Eden;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.47337486539152, 51.4326781043517]}";51.4326781044,5.47337486539
6236;Hof van Eden;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473401640530969, 51.432662255464756]}";51.4326622555,5.47340164053
6499;Tramstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.483539002320372, 51.441073705104266]}";51.4410737051,5.48353900232
6503;Tramstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.483833553715976, 51.441195544225685]}";51.4411955442,5.48383355372
6504;Tramstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.483831046765774, 51.441209815820336]}";51.4412098158,5.48383104677
6509;Tramstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.483186901266521, 51.44133243277269]}";51.4413324328,5.48318690127
6512;Tramstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.483331375064552, 51.441267307511445]}";51.4412673075,5.48333137506
6762;Prins Hendrikstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.474186233885613, 51.43628495991122]}";51.4362849599,5.47418623389
6763;Prins Hendrikstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.474247064384647, 51.43625827829518]}";51.4362582783,5.47424706438
6768;Prins Hendrikstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.474180258637233, 51.436343945359674]}";51.4363439454,5.47418025864
6769;Prins Hendrikstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.474116376160343, 51.43636682431403]}";51.4363668243,5.47411637616
6770;Prins Hendrikstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.474070750954831, 51.436385883803574]}";51.4363858838,5.47407075095
5732;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.472907092691444, 51.46910023798141]}";51.469100238,5.47290709269
5734;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.472972834872331, 51.46910018957149]}";51.4691001896,5.47297283487
5739;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473137182575708, 51.469095960575814]}";51.4690959606,5.47313718258
5742;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473229216161583, 51.4690945263388]}";51.4690945263,5.47322921616
5744;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473294958333768, 51.46909447774739]}";51.4690944777,5.47329495833
5745;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473338776467954, 51.46909170380071]}";51.4690917038,5.47333877647
5747;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473400143500371, 51.4690916583866]}";51.4690916584,5.4734001435
5748;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473435199566036, 51.4690902661539]}";51.4690902662,5.47343519957
5749;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.47346588308123, 51.4690902434255]}";51.4690902434,5.47346588308
5750;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473494362049002, 51.46908885604763]}";51.469088856,5.47349436205
5751;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473525045563259, 51.46908883330372]}";51.4690888333,5.47352504556
5752;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473557916645025, 51.469088808929314]}";51.4690888089,5.47355791665
5754;Winkelcentrum Woensel;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473617076513775, 51.46908602349884]}";51.4690860235,5.47361707651
5961;Bergstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.476883105835495, 51.43627513981131]}";51.4362751398,5.47688310584
5963;Grote Berg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.47585698924293, 51.43574576488643]}";51.4357457649,5.47585698924
5972;Willemstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.470718266647376, 51.43859119103184]}";51.438591191,5.47071826665
5973;Willemstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.470886034568217, 51.43857478304615]}";51.438574783,5.47088603457
5976;Willemstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.471219952335817, 51.43854603039878]}";51.4385460304,5.47121995234
6244;Zwembadweg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.478224322452231, 51.43411334076812]}";51.4341133408,5.47822432245
6248;Zwembadweg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.477812836479304, 51.43395303688486]}";51.4339530369,5.47781283648
6249;Zwembadweg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.477717684896396, 51.43391777463669]}";51.4339177746,5.4777176849
6252;Zwembadweg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.477642976309905, 51.433970564776985]}";51.4339705648,5.47764297631
6259;Zwembadweg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.477635547171845, 51.43388350713439]}";51.4338835071,5.47763554717
6514;Hubert Seijssemaeckerstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.483603420143219, 51.440660765275126]}";51.4406607653,5.48360342014
6517;Hubert Seijssemaeckerstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.483987111239414, 51.44070706130372]}";51.4407070613,5.48398711124
6520;Antonie van Hemertstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.484467449106276, 51.441103987222164]}";51.4411039872,5.48446744911
6523;Antonie van Hemertstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.484479839117263, 51.44103201717207]}";51.4410320172,5.48447983912
6530;Antonie van Hemertstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.484499798537273, 51.44087424303747]}";51.440874243,5.48449979854
6533;Antonie van Hemertstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.484487648571905, 51.44050104802491]}";51.440501048,5.48448764857
6536;Antonie van Hemertstraat;Parkeerplaats Vergunning;1.0;"{""type"": ""Point"", ""coordinates"": [5.484497661815874, 51.44043761917829]}";51.4404376192,5.48449766182
