Objectid ;Straat ;Type_en_merk ;Aantal ;geo_shape;geo_point_2d
10801;Palingstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.469762040065983, 51.43219539601954]}";51.432195396,5.46976204007
10802;Palingstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.469422441953817, 51.43233114977781]}";51.4323311498,5.46942244195
10803;Palingstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.469471842647106, 51.43229849315046]}";51.4322984932,5.46947184265
10806;Palingstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.469682348696024, 51.43217693854866]}";51.4321769385,5.4696823487
10016;Javalaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.500902925143211, 51.450166602564714]}";51.4501666026,5.50090292514
10018;Javalaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.500764859339264, 51.450141352368036]}";51.4501413524,5.50076485934
10022;Javalaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.500488726749522, 51.45009085058678]}";51.4500908506,5.50048872675
10029;Javalaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.503018140754146, 51.45037843351392]}";51.4503784335,5.50301814075
10033;Javalaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.502880180454667, 51.450352958301565]}";51.4503529583,5.50288018045
10271;Jozef Eliasweg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.464725157372567, 51.43823943398403]}";51.438239434,5.46472515737
10273;Jozef Eliasweg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.464831360627566, 51.438324587478995]}";51.4383245875,5.46483136063
10276;Jozef Eliasweg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.464600232384842, 51.438121529134456]}";51.4381215291,5.46460023238
10277;Jozef Eliasweg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.464633277825376, 51.43816114449857]}";51.4381611445,5.46463327783
10278;Jozef Eliasweg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.464673934349829, 51.43820075568481]}";51.4382007557,5.46467393435
10282;Jozef Eliasweg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.462751722258466, 51.43644764455426]}";51.4364476446,5.46275172226
10286;Jozef Eliasweg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.463026381052946, 51.43661844575172]}";51.4366184458,5.46302638105
10289;Jozef Eliasweg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.463232375781996, 51.43674654734632]}";51.4367465473,5.46323237578
10292;Jozef Eliasweg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.463438373105153, 51.436874647674614]}";51.4368746477,5.46343837311
10294;Jozef Eliasweg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.46357570481812, 51.4369600479899]}";51.436960048,5.46357570482
10295;Jozef Eliasweg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.463644371585838, 51.43700274763651]}";51.4370027476,5.46364437159
10300;Jozef Eliasweg;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.463987703042023, 51.437216247059354]}";51.4372162471,5.46398770304
10524;Kwartelstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.491699014609478, 51.439926369206425]}";51.4399263692,5.49169901461
10526;Kwartelstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.491789302671213, 51.43985640031305]}";51.4398564003,5.49178930267
10527;Kwartelstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.491834447316207, 51.43982141539008]}";51.4398214154,5.49183444732
10532;Kwartelstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.49205724364618, 51.43964505226416]}";51.4396450523,5.49205724365
10534;Kwartelstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.492161792808675, 51.43958339195265]}";51.439583392,5.49216179281
10535;Kwartelstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.492221755604782, 51.43955916644648]}";51.4395591664,5.4922217556
10537;Zanddreef;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.407406253718138, 51.44688257552697]}";51.4468825755,5.40740625372
10538;Zanddreef;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.407427813532396, 51.446865923826074]}";51.4468659238,5.40742781353
10541;Zanddreef;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.407574927342293, 51.44675332738333]}";51.4467533274,5.40757492734
10542;Zanddreef;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.407549562829123, 51.44677315098661]}";51.446773151,5.40754956283
10545;Zanddreef;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.407670052493717, 51.44669861085939]}";51.4466986109,5.40767005249
10773;Palingstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.468524749956515, 51.432968324471936]}";51.4329683245,5.46852474996
10774;Palingstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.468576735728534, 51.432934604866496]}";51.4329346049,5.46857673573
10819;Schellingstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.490241129851456, 51.43585839404258]}";51.435858394,5.49024112985
10820;Schellingstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.490334812885943, 51.435780621982545]}";51.435780622,5.49033481289
9779;Rodenbachlaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.475704186132967, 51.430256770343725]}";51.4302567703,5.47570418613
9780;Rodenbachlaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.4757468507369165, 51.430022083915546]}";51.4300220839,5.47574685074
9781;Rodenbachlaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.47577737271184, 51.430066454881576]}";51.4300664549,5.47577737271
9784;Helmerslaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.475290306145556, 51.430025601556025]}";51.4300256016,5.47529030615
9787;Potgieterstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.475341454105549, 51.43024277607566]}";51.4302427761,5.47534145411
9791;Jacob van Maerlantlaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.475228373144378, 51.42933561442034]}";51.4293356144,5.47522837314
10036;Javalaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.502776709610888, 51.450333851336445]}";51.4503338513,5.50277670961
10037;Javalaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.502742218868591, 51.45032748202855]}";51.450327482,5.50274221887
10041;Javalaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.502604258877609, 51.45030200648972]}";51.4503020065,5.50260425888
10042;Javalaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.502569768185791, 51.45029563802966]}";51.450295638,5.50256976819
10044;Javalaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.502500788267424, 51.45028290017859]}";51.4502829002,5.50250078827
10047;Javalaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.503328284954773, 51.450334024514554]}";51.4503340245,5.50332828495
10050;Javalaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.503224603641116, 51.45031536938753]}";51.4503153694,5.50322460364
10058;Javalaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.502948121029478, 51.45026562073239]}";51.4502656207,5.50294812103
10062;Javalaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.50280987923077, 51.45024074615975]}";51.4502407462,5.50280987923
10064;Javalaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.502740759107315, 51.45022830881122]}";51.4502283088,5.50274075911
10067;Javalaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.502637078272401, 51.45020965226288]}";51.4502096523,5.50263707827
10068;Javalaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.502602517534918, 51.450203433992655]}";51.450203434,5.50260251753
10070;Javalaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.50253339752465, 51.450190996521215]}";51.4501909965,5.50253339752
10303;Niet ingevuld;Parkeerplaats Gehandicapten;1.0;"{""type"": ""Point"", ""coordinates"": [5.462657655831373, 51.43588190541636]}";51.4358819054,5.46265765583
10304;Niet ingevuld;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.46269053792886, 51.43589085478518]}";51.4358908548,5.46269053793
10305;Niet ingevuld;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.46272341860114, 51.43589980414561]}";51.4358998041,5.4627234186
10314;Niet ingevuld;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.463019345229088, 51.435980346173594]}";51.4359803462,5.46301934523
10316;Niet ingevuld;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.463085108281227, 51.43599824379951]}";51.4359982438,5.46308510828
10318;Niet ingevuld;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.4631508699483025, 51.43601614228806]}";51.4360161423,5.46315086995
10319;Niet ingevuld;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.463183750801222, 51.43602509151838]}";51.4360250915,5.4631837508
10550;Zanddreef;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.407836190450394, 51.446573326790926]}";51.4465733268,5.40783619045
10554;Zanddreef;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.406980491484395, 51.44718865435022]}";51.4471886544,5.40698049148
10558;Zanddreef;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.406934412951385, 51.447213636380624]}";51.4472136364,5.40693441295
10559;Zanddreef;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.40689172131977, 51.44724032745781]}";51.4472403275,5.40689172132
10564;Zanddreef;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.4067619756472585, 51.44733295894831]}";51.4473329589,5.40676197565
10781;Palingstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.468967317235659, 51.43271885275195]}";51.4327188528,5.46896731724
10784;Palingstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.468784519859531, 51.43274985715129]}";51.4327498572,5.46878451986
9794;Jacob van Maerlantlaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.475465963942448, 51.42962130686666]}";51.4296213069,5.47546596394
9801;Jacob van Maerlantlaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.475303051740975, 51.4295705417871]}";51.4295705418,5.47530305174
9804;Potgieterstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.475562235732031, 51.43040134785173]}";51.4304013479,5.47556223573
9808;Potgieterstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.47551141601101, 51.43044789834489]}";51.4304478983,5.47551141601
9817;Binnewiertzstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473565993802013, 51.431320911351186]}";51.4313209114,5.4735659938
9818;Binnewiertzstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473640358829307, 51.431297599733675]}";51.4312975997,5.47364035883
10072;Javalaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.502464277552053, 51.450178559008805]}";51.450178559,5.50246427755
10076;Willem van Hornestraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.487356489946473, 51.43373483569829]}";51.4337348357,5.48735648995
10082;Willem van Hornestraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.487174376286417, 51.43357400051627]}";51.4335740005,5.48717437629
10084;Willem van Hornestraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.487722064066334, 51.433948728913755]}";51.4339487289,5.48772206407
10086;Willem van Hornestraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.487604100678625, 51.433842040723995]}";51.4338420407,5.48760410068
10088;Willem van Hornestraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.487597117347649, 51.433930889025355]}";51.433930889,5.48759711735
10322;Niet ingevuld;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.463282393435845, 51.4360519382548]}";51.4360519383,5.46328239344
10324;Niet ingevuld;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.463348155257755, 51.43606983663182]}";51.4360698366,5.46334815526
10327;Niet ingevuld;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.464168312726736, 51.436381347832615]}";51.4363813478,5.46416831273
10328;Niet ingevuld;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.464413739309248, 51.43597464640117]}";51.4359746464,5.46441373931
10331;Niet ingevuld;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.464558456546729, 51.43573688794979]}";51.4357368879,5.46455845655
10337;Niet ingevuld;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.4642457632466614, 51.436250167109264]}";51.4362501671,5.46424576325
10344;Niet ingevuld;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.464117161786816, 51.436851456024]}";51.436851456,5.46411716179
10347;Niet ingevuld;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.464202033934118, 51.43679341036394]}";51.4367934104,5.46420203393
10571;Willem de Rijkelaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.463557876014806, 51.43543126693593]}";51.4354312669,5.46355787601
10572;Willem de Rijkelaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.463631866934703, 51.43540764016867]}";51.4354076402,5.46363186693
10574;Willem de Rijkelaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.463779851420658, 51.43536038649173]}";51.4353603865,5.46377985142
10575;Willem de Rijkelaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.463853842110471, 51.4353367595839]}";51.4353367596,5.46385384211
10583;Willem de Rijkelaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.462693819136908, 51.43570792324824]}";51.4357079232,5.46269381914
10586;Willem de Rijkelaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.4629309377555995, 51.43563175284806]}";51.4356317528,5.46293093776
10587;Willem de Rijkelaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.46300997711858, 51.435606362308135]}";51.4356063623,5.46300997712
10588;Willem de Rijkelaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.463089016393519, 51.43558097171469]}";51.4355809717,5.46308901639
10589;Willem de Rijkelaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.462143876109813, 51.43588673629255]}";51.4358867363,5.46214387611
9824;Binnewiertzstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473742214354595, 51.431314660057765]}";51.4313146601,5.47374221435
9829;Binnewiertzstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.473984774158789, 51.43118228653334]}";51.4311822865,5.47398477416
9830;Binnewiertzstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.474068927695284, 51.431157743983874]}";51.431157744,5.4740689277
9833;Binnewiertzstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.474076858357233, 51.43120914611808]}";51.4312091461,5.47407685836
9835;Binnewiertzstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.474319520403683, 51.4311318526489]}";51.4311318526,5.4743195204
9838;Binnewiertzstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.47432724089637, 51.431073094165775]}";51.4310730942,5.4743272409
9839;Binnewiertzstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.474405517526976, 51.43104733151456]}";51.4310473315,5.47440551753
9840;Binnewiertzstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.47447401452871, 51.43102769563732]}";51.4310276956,5.47447401453
10090;Willem van Hornestraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.487432426153874, 51.43368514477047]}";51.4336851448,5.48743242615
10094;Willem van Hornestraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.487238707413395, 51.43351390899263]}";51.433513909,5.48723870741
10095;Willem van Hornestraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.487107849412315, 51.4334188977796]}";51.4334188978,5.48710784941
10105;Willem van Hornestraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.48670845839175, 51.43325468678607]}";51.4332546868,5.48670845839
10109;Willem van Hornestraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.486483168542791, 51.43312361476368]}";51.4331236148,5.48648316854
10113;Hertog Hendrik van Brabantplein;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.486036450173466, 51.43291484179513]}";51.4329148418,5.48603645017
10114;Hertog Hendrik van Brabantplein;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.486027840964445, 51.43289245381432]}";51.4328924538,5.48602784096
10117;Hertog Hendrik van Brabantplein;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.486002013388182, 51.43282528986774]}";51.4328252899,5.48600201339
10120;Hertog Hendrik van Brabantplein;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.485906545715327, 51.43295815696866]}";51.432958157,5.48590654572
10121;Hertog Hendrik van Brabantplein;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.485898216476566, 51.43293620019746]}";51.4329362002,5.48589821648
10351;Niet ingevuld;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.464263931764918, 51.436895838466654]}";51.4368958385,5.46426393176
10354;Niet ingevuld;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.464349385632579, 51.436835715930805]}";51.4368357159,5.46434938563
10359;Niet ingevuld;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.465101824972142, 51.437368541377275]}";51.4373685414,5.46510182497
10360;Niet ingevuld;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.465122798266631, 51.43735433511881]}";51.4373543351,5.46512279827
10363;Niet ingevuld;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.465185720948051, 51.437311716318874]}";51.4373117163,5.46518572095
10365;Alberdingk Thijmlaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.482956494665532, 51.4281742809797]}";51.428174281,5.48295649467
10367;Alberdingk Thijmlaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.483521193311044, 51.428465519438056]}";51.4284655194,5.48352119331
10369;Alberdingk Thijmlaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.483591029664983, 51.428507027997775]}";51.428507028,5.48359102966
10371;Alberdingk Thijmlaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.483653816788027, 51.42854343768387]}";51.4285434377,5.48365381679
10377;Alberdingk Thijmlaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.483715332558905, 51.427935563129886]}";51.4279355631,5.48371533256
10379;Alberdingk Thijmlaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.483655478918755, 51.42796345696697]}";51.427963457,5.48365547892
10597;Jacob van Maerlantlaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.474153326335902, 51.428316481475996]}";51.4283164815,5.47415332634
10598;Jacob van Maerlantlaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.474199112335955, 51.428361862569645]}";51.4283618626,5.47419911234
10599;Jacob van Maerlantlaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.474293039545602, 51.42845921523855]}";51.4284592152,5.47429303955
10600;Jacob van Maerlantlaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.474389319348717, 51.42856096063474]}";51.4285609606,5.47438931935
10602;Jacob van Maerlantlaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.474557212174458, 51.428732606628536]}";51.4287326066,5.47455721217
10605;Jacob van Maerlantlaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.474772227025146, 51.42895670543119]}";51.4289567054,5.47477222703
10607;van Meursstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.475337818735916, 51.42914736256099]}";51.4291473626,5.47533781874
10609;van Meursstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.475497961622255, 51.429124686783624]}";51.4291246868,5.47549796162
9845;Binnewiertzstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.474855618885709, 51.43090623247753]}";51.4309062325,5.47485561889
9851;Binnewiertzstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.474761785454176, 51.430988311324235]}";51.4309883113,5.47476178545
9856;Binnewiertzstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.475145349606576, 51.430868069999576]}";51.43086807,5.47514534961
9860;Binnewiertzstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.475456499480975, 51.430768689340894]}";51.4307686893,5.47545649948
9863;Binnewiertzstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.475432901087901, 51.43071607491971]}";51.4307160749,5.47543290109
10125;Hertog Hendrik van Brabantplein;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.485864902477946, 51.43284837310391]}";51.4328483731,5.48586490248
10126;Hertog Hendrik van Brabantplein;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.485856573279352, 51.43282641632956]}";51.4328264163,5.48585657328
10132;Hertog Hendrik van Brabantplein;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.485806602568636, 51.43269467476764]}";51.4326946748,5.48580660257
10136;Hertog Hendrik van Brabantplein;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.485773288923407, 51.432606847646326]}";51.4326068476,5.48577328892
10137;Hertog Hendrik van Brabantplein;Parkeerplaats Gehandicapten;1.0;"{""type"": ""Point"", ""coordinates"": [5.485764959813179, 51.43258489086503]}";51.4325848909,5.48576495981
10139;Hertog Hendrik van Brabantplein;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.486034179466859, 51.43254978208811]}";51.4325497821,5.48603417947
10380;Alberdingk Thijmlaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.483626043997311, 51.42797782278852]}";51.4279778228,5.483626044
10384;Alberdingk Thijmlaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.483508305558184, 51.42803528330291]}";51.4280352833,5.48350830556
10385;Alberdingk Thijmlaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.483480077297, 51.42805050021641]}";51.4280505002,5.4834800773
10386;Alberdingk Thijmlaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.483453706670917, 51.42806702883367]}";51.4280670288,5.48345370667
10393;Alberdingk Thijmlaan;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.483287066088679, 51.42819194464749]}";51.4281919446,5.48328706609
10613;van Meursstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.475818246916431, 51.429079334569394]}";51.4290793346,5.47581824692
10622;van Meursstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.476538885776327, 51.428977288873426]}";51.4289772889,5.47653888578
10625;van Meursstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.476779097534183, 51.428943273551596]}";51.4289432736,5.47677909753
10626;van Meursstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.476659197715671, 51.42886994353006]}";51.4288699435,5.47665919772
10627;van Meursstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.476570063953745, 51.42888245503421]}";51.428882455,5.47657006395
10633;van Meursstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.476035258910283, 51.42895751993366]}";51.4289575199,5.47603525891
10634;van Meursstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.475946124803695, 51.42897003006229]}";51.4289700301,5.4759461248
10636;van Meursstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.475767855007421, 51.42899505101524]}";51.428995051,5.47576785501
10639;van Meursstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.475500452103337, 51.42903258238172]}";51.4290325824,5.4755004521
10640;van Meursstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.475411317702845, 51.42904509210176]}";51.4290450921,5.4754113177
10643;van Meursstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.477244573472931, 51.42904601903811]}";51.429046019,5.47724457347
9876;Potgieterstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.476032380329436, 51.43097529198101]}";51.430975292,5.47603238033
9880;Potgieterstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.476346875959125, 51.43139862145688]}";51.4313986215,5.47634687596
9882;Potgieterstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.476473977054992, 51.43149880353857]}";51.4314988035,5.47647397705
9883;Potgieterstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.476536339498681, 51.4315541340412]}";51.431554134,5.4765363395
9887;Potgieterstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.476337130708837, 51.43131331646909]}";51.4313133165,5.47633713071
9888;Potgieterstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.4764090785265385, 51.43137163292932]}";51.4313716329,5.47640907853
9889;Potgieterstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.476481019230754, 51.431426956120276]}";51.4314269561,5.47648101923
10143;Deken van Somerenstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.475122866038107, 51.43433773076847]}";51.4343377308,5.47512286604
10152;Deken van Somerenstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.47505104551749, 51.43418874826844]}";51.4341887483,5.47505104552
10158;Deken van Somerenstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.474998853911315, 51.43408985199696]}";51.434089852,5.47499885391
10159;Deken van Somerenstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.475027626856182, 51.434080000273255]}";51.4340800003,5.47502762686
10161;Deken van Somerenstraat;Parkeerplaats;1.0;"{""type"": ""Point"", ""coordinates"": [5.474941310860339, 51.43410955542097]}";51.4341095554,5.47494131086
