Objectid ;Straat ;Type_en_merk ;Aantal ;Lon;Lat;geo_point_2d
6770;Prins Hendrikstraat;Parkeerplaats Vergunning;1;5,474070751;51,43638588;"51,4363858838;5,47407075095"
5734;Winkelcentrum Woensel;Parkeerplaats;1;5,472972835;51,46910019;"51,4691001896;5,47297283487"
5748;Winkelcentrum Woensel;Parkeerplaats;1;5,4734352;51,46909027;"51,4690902662;5,47343519957"
5750;Winkelcentrum Woensel;Parkeerplaats;1;5,473494362;51,46908886;"51,469088856;5,47349436205"
5751;Winkelcentrum Woensel;Parkeerplaats;1;5,473525046;51,46908883;"51,4690888333;5,47352504556"
5754;Winkelcentrum Woensel;Parkeerplaats;1;5,473617077;51,46908602;"51,4690860235;5,47361707651"
5973;Willemstraat;Parkeerplaats;1;5,470886035;51,43857478;"51,438574783;5,47088603457"
5976;Willemstraat;Parkeerplaats;1;5,471219952;51,43854603;"51,4385460304;5,47121995234"
6248;Zwembadweg;Parkeerplaats;1;5,477812836;51,43395304;"51,4339530369;5,47781283648"
6252;Zwembadweg;Parkeerplaats;1;5,477642976;51,43397056;"51,4339705648;5,47764297631"
6514;Hubert Seijssemaeckerstraat;Parkeerplaats Vergunning;1;5,48360342;51,44066077;"51,4406607653;5,48360342014"
6520;Antonie van Hemertstraat;Parkeerplaats Vergunning;1;5,484467449;51,44110399;"51,4411039872;5,48446744911"
6530;Antonie van Hemertstraat;Parkeerplaats Vergunning;1;5,484499799;51,44087424;"51,440874243;5,48449979854"
6536;Antonie van Hemertstraat;Parkeerplaats Vergunning;1;5,484497662;51,44043762;"51,4404376192;5,48449766182"
6539;Antonie van Hemertstraat;Parkeerplaats Vergunning;1;5,484505146;51,44037816;"51,4403781564;5,48450514636"
6545;Willem Dicbierstraat;Parkeerplaats Vergunning;1;5,484750487;51,44023797;"51,4402379732;5,48475048681"
11419;Niet ingevuld;Parkeerplaats;1;5,485201939;51,43891759;"51,4389175949;5,48520193893"
11422;Niet ingevuld;Parkeerplaats;1;5,48546192;51,43889397;"51,4388939738;5,4854619201"
11428;Niet ingevuld;Parkeerplaats;1;5,485873438;51,43872201;"51,4387220113;5,48587343775"
11441;Niet ingevuld;Parkeerplaats;1;5,485712335;51,43909059;"51,4390905907;5,48571233494"
10947;Poirterslaan;Parkeerplaats;1;5,480653267;51,42973879;"51,4297387918;5,48065326742"
10955;Poirterslaan;Parkeerplaats;1;5,481608842;51,4294605;"51,4294605006;5,48160884209"
10957;Poirterslaan;Parkeerplaats;1;5,481885324;51,429469;"51,4294689959;5,48188532373"
10966;Poirterslaan;Parkeerplaats;1;5,483070128;51,42989268;"51,4298926757;5,48307012776"
11187;Lakerstraat;Parkeerplaats;1;5,491985241;51,43864289;"51,4386428854;5,49198524138"
11201;Lakerstraat;Parkeerplaats;1;5,491107669;51,43924922;"51,4392492198;5,49110766862"
11205;Lakerstraat;Parkeerplaats;1;5,490034823;51,44000969;"51,44000969;5,490034823"
11210;Lakerstraat;Parkeerplaats;1;5,490283909;51,43984804;"51,4398480386;5,49028390879"
11452;Niet ingevuld;Parkeerplaats;1;5,485616446;51,43930664;"51,4393066382;5,48561644599"
11461;Niet ingevuld;Parkeerplaats;1;5,48632618;51,43909389;"51,4390938908;5,48632618028"
11464;Niet ingevuld;Parkeerplaats;1;5,486248049;51,43960231;"51,4396023108;5,48624804869"
11465;Niet ingevuld;Parkeerplaats;1;5,486212104;51,43960509;"51,4396050929;5,48621210398"
11473;Niet ingevuld;Parkeerplaats;1;5,48575094;51,43997979;"51,4399797949;5,4857509402"
11475;Niet ingevuld;Parkeerplaats;1;5,485741067;51,43993792;"51,4399379242;5,48574106661"
9929;Lichtstraat;Parkeerplaats;1;5,471470749;51,43976177;"51,4397617693;5,47147074944"
9931;Lichtstraat;Parkeerplaats;1;5,471652708;51,43972557;"51,4397255676;5,47165270775"
9940;Lichtstraat;Parkeerplaats;1;5,472309019;51,43959302;"51,4395930172;5,47230901911"
9947;Lichtstraat;Parkeerplaats;1;5,472790094;51,43949722;"51,4394972173;5,47279009388"
10456;Alberdingk Thijmlaan;Parkeerplaats;1;5,483749982;51,42817761;"51,4281776059;5,48374998195"
10462;Alberdingk Thijmlaan;Parkeerplaats;1;5,483909073;51,42809783;"51,4280978278;5,48390907307"
10466;Alberdingk Thijmlaan;Parkeerplaats;1;5,484389457;51,42820926;"51,4282092641;5,48438945737"
10468;Alberdingk Thijmlaan;Parkeerplaats;1;5,484347911;51,4281745;"51,4281745;5,4843479114"
10710;Hagenkampweg Zuid;Parkeerplaats;1;5,4672;51,43197065;"51,4319706475;5,46720000029"
10720;Hagenkampweg Zuid;Parkeerplaats;1;5,467295752;51,43307863;"51,4330786338;5,46729575165"
10726;Hagenkampweg Zuid;Parkeerplaats;1;5,467282439;51,43293424;"51,4329342354;5,46728243928"
10728;Hagenkampweg Zuid;Parkeerplaats;1;5,4672611;51,43269922;"51,4326992214;5,46726110047"
10731;Hagenkampweg Zuid;Parkeerplaats;1;5,46726876;51,43277111;"51,4327711057;5,4672687605"
10735;Hagenkampweg Zuid;Parkeerplaats;1;5,467278973;51,43286695;"51,4328669521;5,46727897343"
10739;Snoekstraat;Parkeerplaats;1;5,467667552;51,43259053;"51,4325905304;5,46766755243"
11217;Lakerstraat;Parkeerplaats;1;5,490632624;51,43962173;"51,4396217262;5,49063262421"
9955;Lichtstraat;Parkeerplaats;1;5,471772961;51,44006544;"51,4400654364;5,47177296109"
9960;Lichtstraat;Parkeerplaats;1;5,472412678;51,44013526;"51,4401352558;5,47241267768"
9967;Lichtstraat;Parkeerplaats;1;5,473061021;51,44022599;"51,4402259892;5,47306102069"
9972;Lichtstraat;Parkeerplaats;1;5,472415419;51,44007147;"51,4400714657;5,47241541925"
9976;Lichtstraat;Parkeerplaats;1;5,472564263;51,44009073;"51,4400907317;5,47256426349"
10223;Edenstraat;Parkeerplaats;1;5,477460087;51,43135995;"51,4313599463;5,47746008653"
10227;Edenstraat;Parkeerplaats;1;5,477631862;51,43121576;"51,4312157604;5,47763186156"
10232;Nicolaas Beetsstraat;Parkeerplaats;1;5,473150222;51,43041923;"51,4304192276;5,47315022157"
10236;Nicolaas Beetsstraat;Parkeerplaats;1;5,473020873;51,43025866;"51,430258663;5,47302087318"
10241;Nicolaas Beetsstraat;Parkeerplaats;1;5,472518496;51,429813;"51,4298129961;5,47251849619"
10246;Nicolaas Beetsstraat;Parkeerplaats;1;5,472697035;51,43000804;"51,430008039;5,47269703536"
10251;Nicolaas Beetsstraat;Parkeerplaats;1;5,472275042;51,42944954;"51,4294495373;5,47227504189"
10474;Alberdingk Thijmlaan;Parkeerplaats;1;5,484223275;51,42807021;"51,4280702076;5,48422327529"
10477;Alberdingk Thijmlaan;Parkeerplaats;1;5,484160958;51,42801806;"51,4280180604;5,48416095817"
10483;Alberdingk Thijmlaan;Parkeerplaats;1;5,484036324;51,42791377;"51,4279137678;5,48403632436"
10485;Kwartelstraat;Parkeerplaats;1;5,491091677;51,44042245;"51,440422451;5,49109167716"
10486;Kwartelstraat;Parkeerplaats;1;5,49112244;51,44038188;"51,4403818793;5,49112244025"
10497;Kwartelstraat;Parkeerplaats;1;5,49157067;51,43997537;"51,4399753683;5,49157067048"
10743;Snoekstraat;Parkeerplaats;1;5,46795767;51,43271362;"51,4327136235;5,46795767011"
9978;Lichtstraat;Parkeerplaats;1;5,472638685;51,44010036;"51,4401003642;5,47263868493"
9981;Lichtstraat;Parkeerplaats;1;5,472750318;51,44011481;"51,4401148133;5,47275031788"
9989;Javalaan;Parkeerplaats;1;5,502766834;51,45050747;"51,4505074674;5,50276683351"
9991;Javalaan;Parkeerplaats;1;5,502628766;51,45048222;"51,4504822194;5,50262876564"
9992;Javalaan;Parkeerplaats;1;5,502559731;51,45046959;"51,4504695949;5,50255973105"
9995;Javalaan;Parkeerplaats;1;5,502352629;51,45043172;"51,450431722;5,50235262892"
9996;Javalaan;Parkeerplaats;1;5,502283596;51,4504191;"51,4504190982;5,50228359592"
9998;Javalaan;Parkeerplaats;1;5,502145527;51,45039385;"51,4503938488;5,50214552715"
10006;Javalaan;Parkeerplaats;1;5,501593258;51,45029285;"51,450292852;5,5015932579"
10007;Javalaan;Parkeerplaats;1;5,501524225;51,45028023;"51,4502802278;5,50152422532"
10010;Javalaan;Parkeerplaats;1;5,501317125;51,45024235;"51,4502423531;5,50131712491"
10011;Javalaan;Parkeerplaats;1;5,501248091;51,45022973;"51,4502297278;5,50124809104"
10012;Javalaan;Parkeerplaats;1;5,501179057;51,4502171;"51,4502171025;5,50117905721"
10014;Javalaan;Parkeerplaats;1;5,501040991;51,45019185;"51,4501918526;5,5010409911"
10256;Nicolaas Beetsstraat;Parkeerplaats;1;5,472454169;51,42964437;"51,4296443689;5,47245416919"
10259;Nicolaas Beetsstraat;Parkeerplaats;1;5,472092921;51,42924538;"51,4292453801;5,4720929208"
10509;Kwartelstraat;Parkeerplaats;1;5,492100529;51,43954973;"51,4395497333;5,49210052894"
10513;Kwartelstraat;Parkeerplaats;1;5,491205264;51,440367;"51,4403670019;5,49120526447"
10758;Palingstraat;Parkeerplaats;1;5,468318485;51,43312002;"51,4331200193;5,46831848544"
10764;Palingstraat;Parkeerplaats;1;5,467979131;51,43323997;"51,4332399665;5,46797913134"
10766;Palingstraat;Parkeerplaats;1;5,468096377;51,43316163;"51,4331616279;5,46809637686"
10768;Palingstraat;Parkeerplaats;1;5,468217641;51,43308566;"51,433085662;5,46821764125"
10772;Palingstraat;Parkeerplaats;1;5,468697901;51,43280632;"51,43280632;5,46869790095"
10800;Palingstraat;Parkeerplaats;1;5,46955017;51,4323274;"51,4323273966;5,46955016962"
10801;Palingstraat;Parkeerplaats;1;5,46976204;51,4321954;"51,432195396;5,46976204007"
10802;Palingstraat;Parkeerplaats;1;5,469422442;51,43233115;"51,4323311498;5,46942244195"
10803;Palingstraat;Parkeerplaats;1;5,469471843;51,43229849;"51,4322984932;5,46947184265"
10806;Palingstraat;Parkeerplaats;1;5,469682349;51,43217694;"51,4321769385;5,4696823487"
10016;Javalaan;Parkeerplaats;1;5,500902925;51,4501666;"51,4501666026;5,50090292514"
10018;Javalaan;Parkeerplaats;1;5,500764859;51,45014135;"51,4501413524;5,50076485934"
10022;Javalaan;Parkeerplaats;1;5,500488727;51,45009085;"51,4500908506;5,50048872675"
10029;Javalaan;Parkeerplaats;1;5,503018141;51,45037843;"51,4503784335;5,50301814075"
10033;Javalaan;Parkeerplaats;1;5,50288018;51,45035296;"51,4503529583;5,50288018045"
10271;Jozef Eliasweg;Parkeerplaats;1;5,464725157;51,43823943;"51,438239434;5,46472515737"
10273;Jozef Eliasweg;Parkeerplaats;1;5,464831361;51,43832459;"51,4383245875;5,46483136063"
10276;Jozef Eliasweg;Parkeerplaats;1;5,464600232;51,43812153;"51,4381215291;5,46460023238"
10277;Jozef Eliasweg;Parkeerplaats;1;5,464633278;51,43816114;"51,4381611445;5,46463327783"
10278;Jozef Eliasweg;Parkeerplaats;1;5,464673934;51,43820076;"51,4382007557;5,46467393435"
10282;Jozef Eliasweg;Parkeerplaats;1;5,462751722;51,43644764;"51,4364476446;5,46275172226"
10286;Jozef Eliasweg;Parkeerplaats;1;5,463026381;51,43661845;"51,4366184458;5,46302638105"
10289;Jozef Eliasweg;Parkeerplaats;1;5,463232376;51,43674655;"51,4367465473;5,46323237578"
10292;Jozef Eliasweg;Parkeerplaats;1;5,463438373;51,43687465;"51,4368746477;5,46343837311"
10294;Jozef Eliasweg;Parkeerplaats;1;5,463575705;51,43696005;"51,436960048;5,46357570482"
10295;Jozef Eliasweg;Parkeerplaats;1;5,463644372;51,43700275;"51,4370027476;5,46364437159"
10300;Jozef Eliasweg;Parkeerplaats;1;5,463987703;51,43721625;"51,4372162471;5,46398770304"
10524;Kwartelstraat;Parkeerplaats;1;5,491699015;51,43992637;"51,4399263692;5,49169901461"
10526;Kwartelstraat;Parkeerplaats;1;5,491789303;51,4398564;"51,4398564003;5,49178930267"
10527;Kwartelstraat;Parkeerplaats;1;5,491834447;51,43982142;"51,4398214154;5,49183444732"
10532;Kwartelstraat;Parkeerplaats;1;5,492057244;51,43964505;"51,4396450523;5,49205724365"
10534;Kwartelstraat;Parkeerplaats;1;5,492161793;51,43958339;"51,439583392;5,49216179281"
10535;Kwartelstraat;Parkeerplaats;1;5,492221756;51,43955917;"51,4395591664;5,4922217556"
10537;Zanddreef;Parkeerplaats;1;5,407406254;51,44688258;"51,4468825755;5,40740625372"
10538;Zanddreef;Parkeerplaats;1;5,407427814;51,44686592;"51,4468659238;5,40742781353"
10541;Zanddreef;Parkeerplaats;1;5,407574927;51,44675333;"51,4467533274;5,40757492734"
10542;Zanddreef;Parkeerplaats;1;5,407549563;51,44677315;"51,446773151;5,40754956283"
10545;Zanddreef;Parkeerplaats;1;5,407670052;51,44669861;"51,4466986109;5,40767005249"
10773;Palingstraat;Parkeerplaats;1;5,46852475;51,43296832;"51,4329683245;5,46852474996"
10774;Palingstraat;Parkeerplaats;1;5,468576736;51,4329346;"51,4329346049;5,46857673573"
10819;Schellingstraat;Parkeerplaats;1;5,49024113;51,43585839;"51,435858394;5,49024112985"
10820;Schellingstraat;Parkeerplaats;1;5,490334813;51,43578062;"51,435780622;5,49033481289"
9779;Rodenbachlaan;Parkeerplaats;1;5,475704186;51,43025677;"51,4302567703;5,47570418613"
9780;Rodenbachlaan;Parkeerplaats;1;5,475746851;51,43002208;"51,4300220839;5,47574685074"
9781;Rodenbachlaan;Parkeerplaats;1;5,475777373;51,43006645;"51,4300664549;5,47577737271"
9784;Helmerslaan;Parkeerplaats;1;5,475290306;51,4300256;"51,4300256016;5,47529030615"
9787;Potgieterstraat;Parkeerplaats;1;5,475341454;51,43024278;"51,4302427761;5,47534145411"
9791;Jacob van Maerlantlaan;Parkeerplaats;1;5,475228373;51,42933561;"51,4293356144;5,47522837314"
10036;Javalaan;Parkeerplaats;1;5,50277671;51,45033385;"51,4503338513;5,50277670961"
10037;Javalaan;Parkeerplaats;1;5,502742219;51,45032748;"51,450327482;5,50274221887"
10041;Javalaan;Parkeerplaats;1;5,502604259;51,45030201;"51,4503020065;5,50260425888"
10042;Javalaan;Parkeerplaats;1;5,502569768;51,45029564;"51,450295638;5,50256976819"
10044;Javalaan;Parkeerplaats;1;5,502500788;51,4502829;"51,4502829002;5,50250078827"
10047;Javalaan;Parkeerplaats;1;5,503328285;51,45033402;"51,4503340245;5,50332828495"
10050;Javalaan;Parkeerplaats;1;5,503224604;51,45031537;"51,4503153694;5,50322460364"
10058;Javalaan;Parkeerplaats;1;5,502948121;51,45026562;"51,4502656207;5,50294812103"
10062;Javalaan;Parkeerplaats;1;5,502809879;51,45024075;"51,4502407462;5,50280987923"
10064;Javalaan;Parkeerplaats;1;5,502740759;51,45022831;"51,4502283088;5,50274075911"
10067;Javalaan;Parkeerplaats;1;5,502637078;51,45020965;"51,4502096523;5,50263707827"
10068;Javalaan;Parkeerplaats;1;5,502602518;51,45020343;"51,450203434;5,50260251753"
10070;Javalaan;Parkeerplaats;1;5,502533398;51,450191;"51,4501909965;5,50253339752"
10303;Niet ingevuld;Parkeerplaats Gehandicapten;1;5,462657656;51,43588191;"51,4358819054;5,46265765583"
10304;Niet ingevuld;Parkeerplaats;1;5,462690538;51,43589085;"51,4358908548;5,46269053793"
10305;Niet ingevuld;Parkeerplaats;1;5,462723419;51,4358998;"51,4358998041;5,4627234186"
10314;Niet ingevuld;Parkeerplaats;1;5,463019345;51,43598035;"51,4359803462;5,46301934523"
10316;Niet ingevuld;Parkeerplaats;1;5,463085108;51,43599824;"51,4359982438;5,46308510828"
10318;Niet ingevuld;Parkeerplaats;1;5,46315087;51,43601614;"51,4360161423;5,46315086995"
10319;Niet ingevuld;Parkeerplaats;1;5,463183751;51,43602509;"51,4360250915;5,4631837508"
10550;Zanddreef;Parkeerplaats;1;5,40783619;51,44657333;"51,4465733268;5,40783619045"
10554;Zanddreef;Parkeerplaats;1;5,406980491;51,44718865;"51,4471886544;5,40698049148"
10558;Zanddreef;Parkeerplaats;1;5,406934413;51,44721364;"51,4472136364;5,40693441295"
10559;Zanddreef;Parkeerplaats;1;5,406891721;51,44724033;"51,4472403275;5,40689172132"
10564;Zanddreef;Parkeerplaats;1;5,406761976;51,44733296;"51,4473329589;5,40676197565"
10781;Palingstraat;Parkeerplaats;1;5,468967317;51,43271885;"51,4327188528;5,46896731724"
10784;Palingstraat;Parkeerplaats;1;5,46878452;51,43274986;"51,4327498572;5,46878451986"
9794;Jacob van Maerlantlaan;Parkeerplaats;1;5,475465964;51,42962131;"51,4296213069;5,47546596394"
9801;Jacob van Maerlantlaan;Parkeerplaats;1;5,475303052;51,42957054;"51,4295705418;5,47530305174"
9804;Potgieterstraat;Parkeerplaats;1;5,475562236;51,43040135;"51,4304013479;5,47556223573"
9808;Potgieterstraat;Parkeerplaats;1;5,475511416;51,4304479;"51,4304478983;5,47551141601"
9817;Binnewiertzstraat;Parkeerplaats;1;5,473565994;51,43132091;"51,4313209114;5,4735659938"
9818;Binnewiertzstraat;Parkeerplaats;1;5,473640359;51,4312976;"51,4312975997;5,47364035883"
10072;Javalaan;Parkeerplaats;1;5,502464278;51,45017856;"51,450178559;5,50246427755"
10076;Willem van Hornestraat;Parkeerplaats;1;5,48735649;51,43373484;"51,4337348357;5,48735648995"
10082;Willem van Hornestraat;Parkeerplaats;1;5,487174376;51,433574;"51,4335740005;5,48717437629"
10084;Willem van Hornestraat;Parkeerplaats;1;5,487722064;51,43394873;"51,4339487289;5,48772206407"
10086;Willem van Hornestraat;Parkeerplaats;1;5,487604101;51,43384204;"51,4338420407;5,48760410068"
10088;Willem van Hornestraat;Parkeerplaats;1;5,487597117;51,43393089;"51,433930889;5,48759711735"
10322;Niet ingevuld;Parkeerplaats;1;5,463282393;51,43605194;"51,4360519383;5,46328239344"
10324;Niet ingevuld;Parkeerplaats;1;5,463348155;51,43606984;"51,4360698366;5,46334815526"
10327;Niet ingevuld;Parkeerplaats;1;5,464168313;51,43638135;"51,4363813478;5,46416831273"
10328;Niet ingevuld;Parkeerplaats;1;5,464413739;51,43597465;"51,4359746464;5,46441373931"
10331;Niet ingevuld;Parkeerplaats;1;5,464558457;51,43573689;"51,4357368879;5,46455845655"
10337;Niet ingevuld;Parkeerplaats;1;5,464245763;51,43625017;"51,4362501671;5,46424576325"
10344;Niet ingevuld;Parkeerplaats;1;5,464117162;51,43685146;"51,436851456;5,46411716179"
10347;Niet ingevuld;Parkeerplaats;1;5,464202034;51,43679341;"51,4367934104;5,46420203393"
10571;Willem de Rijkelaan;Parkeerplaats;1;5,463557876;51,43543127;"51,4354312669;5,46355787601"
10572;Willem de Rijkelaan;Parkeerplaats;1;5,463631867;51,43540764;"51,4354076402;5,46363186693"
10574;Willem de Rijkelaan;Parkeerplaats;1;5,463779851;51,43536039;"51,4353603865;5,46377985142"
10575;Willem de Rijkelaan;Parkeerplaats;1;5,463853842;51,43533676;"51,4353367596;5,46385384211"
10583;Willem de Rijkelaan;Parkeerplaats;1;5,462693819;51,43570792;"51,4357079232;5,46269381914"
10586;Willem de Rijkelaan;Parkeerplaats;1;5,462930938;51,43563175;"51,4356317528;5,46293093776"
10587;Willem de Rijkelaan;Parkeerplaats;1;5,463009977;51,43560636;"51,4356063623;5,46300997712"
10588;Willem de Rijkelaan;Parkeerplaats;1;5,463089016;51,43558097;"51,4355809717;5,46308901639"
10589;Willem de Rijkelaan;Parkeerplaats;1;5,462143876;51,43588674;"51,4358867363;5,46214387611"
9824;Binnewiertzstraat;Parkeerplaats;1;5,473742214;51,43131466;"51,4313146601;5,47374221435"
9829;Binnewiertzstraat;Parkeerplaats;1;5,473984774;51,43118229;"51,4311822865;5,47398477416"
9830;Binnewiertzstraat;Parkeerplaats;1;5,474068928;51,43115774;"51,431157744;5,4740689277"
9833;Binnewiertzstraat;Parkeerplaats;1;5,474076858;51,43120915;"51,4312091461;5,47407685836"
9835;Binnewiertzstraat;Parkeerplaats;1;5,47431952;51,43113185;"51,4311318526;5,4743195204"
9838;Binnewiertzstraat;Parkeerplaats;1;5,474327241;51,43107309;"51,4310730942;5,4743272409"
9839;Binnewiertzstraat;Parkeerplaats;1;5,474405518;51,43104733;"51,4310473315;5,47440551753"
9840;Binnewiertzstraat;Parkeerplaats;1;5,474474015;51,4310277;"51,4310276956;5,47447401453"
10090;Willem van Hornestraat;Parkeerplaats;1;5,487432426;51,43368514;"51,4336851448;5,48743242615"
10094;Willem van Hornestraat;Parkeerplaats;1;5,487238707;51,43351391;"51,433513909;5,48723870741"
10095;Willem van Hornestraat;Parkeerplaats;1;5,487107849;51,4334189;"51,4334188978;5,48710784941"
10105;Willem van Hornestraat;Parkeerplaats;1;5,486708458;51,43325469;"51,4332546868;5,48670845839"
10109;Willem van Hornestraat;Parkeerplaats;1;5,486483169;51,43312361;"51,4331236148;5,48648316854"
10113;Hertog Hendrik van Brabantplein;Parkeerplaats;1;5,48603645;51,43291484;"51,4329148418;5,48603645017"
10114;Hertog Hendrik van Brabantplein;Parkeerplaats;1;5,486027841;51,43289245;"51,4328924538;5,48602784096"
10117;Hertog Hendrik van Brabantplein;Parkeerplaats;1;5,486002013;51,43282529;"51,4328252899;5,48600201339"
10120;Hertog Hendrik van Brabantplein;Parkeerplaats;1;5,485906546;51,43295816;"51,432958157;5,48590654572"
10121;Hertog Hendrik van Brabantplein;Parkeerplaats;1;5,485898216;51,4329362;"51,4329362002;5,48589821648"
10351;Niet ingevuld;Parkeerplaats;1;5,464263932;51,43689584;"51,4368958385;5,46426393176"
10354;Niet ingevuld;Parkeerplaats;1;5,464349386;51,43683572;"51,4368357159;5,46434938563"
10359;Niet ingevuld;Parkeerplaats;1;5,465101825;51,43736854;"51,4373685414;5,46510182497"
10360;Niet ingevuld;Parkeerplaats;1;5,465122798;51,43735434;"51,4373543351;5,46512279827"
10363;Niet ingevuld;Parkeerplaats;1;5,465185721;51,43731172;"51,4373117163;5,46518572095"
10365;Alberdingk Thijmlaan;Parkeerplaats;1;5,482956495;51,42817428;"51,428174281;5,48295649467"
10367;Alberdingk Thijmlaan;Parkeerplaats;1;5,483521193;51,42846552;"51,4284655194;5,48352119331"
10369;Alberdingk Thijmlaan;Parkeerplaats;1;5,48359103;51,42850703;"51,428507028;5,48359102966"
10371;Alberdingk Thijmlaan;Parkeerplaats;1;5,483653817;51,42854344;"51,4285434377;5,48365381679"
10377;Alberdingk Thijmlaan;Parkeerplaats;1;5,483715333;51,42793556;"51,4279355631;5,48371533256"
10379;Alberdingk Thijmlaan;Parkeerplaats;1;5,483655479;51,42796346;"51,427963457;5,48365547892"
10597;Jacob van Maerlantlaan;Parkeerplaats;1;5,474153326;51,42831648;"51,4283164815;5,47415332634"
10598;Jacob van Maerlantlaan;Parkeerplaats;1;5,474199112;51,42836186;"51,4283618626;5,47419911234"
10599;Jacob van Maerlantlaan;Parkeerplaats;1;5,47429304;51,42845922;"51,4284592152;5,47429303955"
10600;Jacob van Maerlantlaan;Parkeerplaats;1;5,474389319;51,42856096;"51,4285609606;5,47438931935"
10602;Jacob van Maerlantlaan;Parkeerplaats;1;5,474557212;51,42873261;"51,4287326066;5,47455721217"
10605;Jacob van Maerlantlaan;Parkeerplaats;1;5,474772227;51,42895671;"51,4289567054;5,47477222703"
10607;van Meursstraat;Parkeerplaats;1;5,475337819;51,42914736;"51,4291473626;5,47533781874"
10609;van Meursstraat;Parkeerplaats;1;5,475497962;51,42912469;"51,4291246868;5,47549796162"
9845;Binnewiertzstraat;Parkeerplaats;1;5,474855619;51,43090623;"51,4309062325;5,47485561889"
9851;Binnewiertzstraat;Parkeerplaats;1;5,474761785;51,43098831;"51,4309883113;5,47476178545"
9856;Binnewiertzstraat;Parkeerplaats;1;5,47514535;51,43086807;"51,43086807;5,47514534961"
9860;Binnewiertzstraat;Parkeerplaats;1;5,475456499;51,43076869;"51,4307686893;5,47545649948"
9863;Binnewiertzstraat;Parkeerplaats;1;5,475432901;51,43071607;"51,4307160749;5,47543290109"
10125;Hertog Hendrik van Brabantplein;Parkeerplaats;1;5,485864902;51,43284837;"51,4328483731;5,48586490248"
10126;Hertog Hendrik van Brabantplein;Parkeerplaats;1;5,485856573;51,43282642;"51,4328264163;5,48585657328"
10132;Hertog Hendrik van Brabantplein;Parkeerplaats;1;5,485806603;51,43269467;"51,4326946748;5,48580660257"
10136;Hertog Hendrik van Brabantplein;Parkeerplaats;1;5,485773289;51,43260685;"51,4326068476;5,48577328892"
10137;Hertog Hendrik van Brabantplein;Parkeerplaats Gehandicapten;1;5,48576496;51,43258489;"51,4325848909;5,48576495981"
10139;Hertog Hendrik van Brabantplein;Parkeerplaats;1;5,486034179;51,43254978;"51,4325497821;5,48603417947"
10380;Alberdingk Thijmlaan;Parkeerplaats;1;5,483626044;51,42797782;"51,4279778228;5,483626044"
10384;Alberdingk Thijmlaan;Parkeerplaats;1;5,483508306;51,42803528;"51,4280352833;5,48350830556"
10385;Alberdingk Thijmlaan;Parkeerplaats;1;5,483480077;51,4280505;"51,4280505002;5,4834800773"
10386;Alberdingk Thijmlaan;Parkeerplaats;1;5,483453707;51,42806703;"51,4280670288;5,48345370667"
10393;Alberdingk Thijmlaan;Parkeerplaats;1;5,483287066;51,42819194;"51,4281919446;5,48328706609"
10613;van Meursstraat;Parkeerplaats;1;5,475818247;51,42907933;"51,4290793346;5,47581824692"
10622;van Meursstraat;Parkeerplaats;1;5,476538886;51,42897729;"51,4289772889;5,47653888578"
10625;van Meursstraat;Parkeerplaats;1;5,476779098;51,42894327;"51,4289432736;5,47677909753"
10626;van Meursstraat;Parkeerplaats;1;5,476659198;51,42886994;"51,4288699435;5,47665919772"
10627;van Meursstraat;Parkeerplaats;1;5,476570064;51,42888246;"51,428882455;5,47657006395"
10633;van Meursstraat;Parkeerplaats;1;5,476035259;51,42895752;"51,4289575199;5,47603525891"
10634;van Meursstraat;Parkeerplaats;1;5,475946125;51,42897003;"51,4289700301;5,4759461248"
10636;van Meursstraat;Parkeerplaats;1;5,475767855;51,42899505;"51,428995051;5,47576785501"
10639;van Meursstraat;Parkeerplaats;1;5,475500452;51,42903258;"51,4290325824;5,4755004521"
10640;van Meursstraat;Parkeerplaats;1;5,475411318;51,42904509;"51,4290450921;5,4754113177"
10643;van Meursstraat;Parkeerplaats;1;5,477244573;51,42904602;"51,429046019;5,47724457347"
9876;Potgieterstraat;Parkeerplaats;1;5,47603238;51,43097529;"51,430975292;5,47603238033"
9880;Potgieterstraat;Parkeerplaats;1;5,476346876;51,43139862;"51,4313986215;5,47634687596"
9882;Potgieterstraat;Parkeerplaats;1;5,476473977;51,4314988;"51,4314988035;5,47647397705"
9883;Potgieterstraat;Parkeerplaats;1;5,476536339;51,43155413;"51,431554134;5,4765363395"
9887;Potgieterstraat;Parkeerplaats;1;5,476337131;51,43131332;"51,4313133165;5,47633713071"
9888;Potgieterstraat;Parkeerplaats;1;5,476409079;51,43137163;"51,4313716329;5,47640907853"
9889;Potgieterstraat;Parkeerplaats;1;5,476481019;51,43142696;"51,4314269561;5,47648101923"
10143;Deken van Somerenstraat;Parkeerplaats;1;5,475122866;51,43433773;"51,4343377308;5,47512286604"
10152;Deken van Somerenstraat;Parkeerplaats;1;5,475051046;51,43418875;"51,4341887483;5,47505104552"
10158;Deken van Somerenstraat;Parkeerplaats;1;5,474998854;51,43408985;"51,434089852;5,47499885391"
10159;Deken van Somerenstraat;Parkeerplaats;1;5,475027627;51,43408;"51,4340800003;5,47502762686"
10161;Deken van Somerenstraat;Parkeerplaats;1;5,474941311;51,43410956;"51,4341095554;5,47494131086"
10163;Deken van Somerenstraat;Parkeerplaats;1;5,474998854;51,43408985;"51,434089852;5,47499885391"
