Objectid ;Straat ;Type_en_merk ;Aantal ;Lon;Lat;geo_point_2d
5869;Winkelcentrum Woensel;Parkeerplaats;1;5,473875387;51,46894486;"51,4689448625;5,47387538744"
5873;Winkelcentrum Woensel;Parkeerplaats;1;5,472963547;51,46882236;"51,4688223571;5,47296354721"
5874;Winkelcentrum Woensel;Parkeerplaats;1;5,472994225;51,4688196;"51,468819602;5,4729942254"
5875;Winkelcentrum Woensel;Parkeerplaats;1;5,473027096;51,46881958;"51,4688195778;5,47302709629"
5876;Winkelcentrum Woensel;Parkeerplaats;1;5,47306434;51,46881818;"51,468818175;5,47306433969"
5877;Winkelcentrum Woensel;Parkeerplaats;1;5,473090634;51,46881816;"51,4688181556;5,47309063352"
5878;Winkelcentrum Woensel;Parkeerplaats;1;5,473123504;51,46881813;"51,4688181314;5,47312350441"
5881;Winkelcentrum Woensel;Parkeerplaats;1;5,473239641;51,46881531;"51,4688153131;5,47323964113"
5883;Winkelcentrum Woensel;Parkeerplaats;1;5,473301005;51,4688139;"51,4688139015;5,4733010052"
5884;Winkelcentrum Woensel;Parkeerplaats;1;5,473331674;51,46881388;"51,4688138788;5,47333167414"
6144;St Lambertusstraat;Parkeerplaats;1;5,47131559;51,43353593;"51,4335359261;5,47131559036"
6147;St Lambertusstraat;Parkeerplaats;1;5,471272218;51,43359031;"51,433590312;5,47127221778"
6148;St Lambertusstraat;Parkeerplaats;1;5,471235792;51,43359842;"51,4335984191;5,47123579203"
6150;St Lambertusstraat;Parkeerplaats Vergunning;1;5,471337031;51,43369164;"51,4336916394;5,47133703148"
6152;St Lambertusstraat;Parkeerplaats Vergunning;1;5,471398121;51,43367617;"51,4336761707;5,47139812103"
6414;Michelangelolaan;Parkeerplaats Vergunning;1;5,470765742;51,46434214;"51,4643421384;5,4707657417"
6415;Rodinstraat;Parkeerplaats Vergunning;1;5,471272848;51,46427017;"51,4642701742;5,47127284795"
6417;Rodinstraat;Parkeerplaats Vergunning;1;5,471284846;51,4638944;"51,4638944019;5,47128484579"
6418;Rodinstraat;Parkeerplaats Vergunning;1;5,471292549;51,46394196;"51,4639419616;5,47129254885"
6420;Rodinstraat;Parkeerplaats Vergunning;1;5,471280051;51,46404661;"51,4640466139;5,47128005105"
6422;Rodinstraat;Parkeerplaats Vergunning;1;5,471285325;51,46415442;"51,4641544236;5,47128532535"
6425;Rodinstraat;Parkeerplaats Vergunning;1;5,471281779;51,46367262;"51,4636726153;5,47128177889"
6427;Dupuislaan;Parkeerplaats Vergunning;1;5,472090631;51,46385905;"51,4638590455;5,47209063072"
6430;Dupuislaan;Parkeerplaats Vergunning;1;5,471735244;51,46384377;"51,4638437663;5,4717352436"
6437;Dupuislaan;Parkeerplaats Vergunning;1;5,472581021;51,46385647;"51,4638564676;5,47258102143"
6438;Dupuislaan;Parkeerplaats Vergunning;1;5,472652098;51,46385863;"51,4638586348;5,47265209754"
6440;Dupuislaan;Parkeerplaats Vergunning;1;5,472790697;51,46386297;"51,4638629725;5,47279069682"
6707;Heilige Geeststraat;Parkeerplaats Vergunning;1;5,472795202;51,43741145;"51,4374114514;5,47279520248"
6710;Heilige Geeststraat;Parkeerplaats Vergunning;1;5,473173921;51,43726277;"51,4372627692;5,47317392141"
6711;Heilige Geeststraat;Parkeerplaats Vergunning;1;5,473132847;51,43727422;"51,4372742152;5,47313284681"
6718;Heilige Geeststraat;Parkeerplaats Vergunning;1;5,473757623;51,43708827;"51,4370882709;5,47375762316"
6722;Heilige Geeststraat;Parkeerplaats Vergunning;1;5,474531104;51,43748031;"51,4374803067;5,47453110357"
6723;Heilige Geeststraat;Parkeerplaats Vergunning;1;5,474513311;51,43746288;"51,4374628794;5,47451331141"
6728;Heilige Geeststraat;Parkeerplaats Vergunning;1;5,474419251;51,43735831;"51,4373583064;5,47441925075"
6729;Heilige Geeststraat;Parkeerplaats Vergunning;1;5,474383686;51,43733297;"51,4373329653;5,47438368625"
6731;Heilige Geeststraat;Parkeerplaats Vergunning;1;5,474343016;51,43729019;"51,4372901872;5,47434301599"
6733;Heilige Geeststraat;Parkeerplaats Vergunning;1;5,474304877;51,43724424;"51,4372442359;5,47430487671"
6736;Heilige Geeststraat;Parkeerplaats Vergunning;1;5,474248943;51,43717927;"51,4371792726;5,47424894254"
5888;Winkelcentrum Woensel;Parkeerplaats;1;5,473452203;51,46881241;"51,4688124143;5,47345220291"
5894;Winkelcentrum Woensel;Parkeerplaats;1;5,473653793;51,46880679;"51,4688067907;5,47365379292"
5896;Winkelcentrum Woensel;Parkeerplaats;1;5,473717345;51,46880538;"51,4688053772;5,47371734453"
5902;Winkelcentrum Woensel;Parkeerplaats;1;5,473921139;51,46880112;"51,4688011178;5,47392113902"
5905;Winkelcentrum Woensel;Parkeerplaats;1;5,474030699;51,4687983;"51,4687983036;5,4740306986"
5907;Winkelcentrum Woensel;Parkeerplaats;1;5,472926202;51,46877722;"51,4687772167;5,47292620183"
6162;St Lambertusstraat;Parkeerplaats;1;5,47106182;51,43357798;"51,4335779785;5,4710618199"
6165;Gestelsestraat;Parkeerplaats;1;5,471892061;51,43334573;"51,4333457301;5,47189206077"
6166;Gestelsestraat;Parkeerplaats laden/lossen;1;5,47192258;51,43328585;"51,4332858523;5,47192258031"
6171;Gestelsestraat;Parkeerplaats;1;5,471978973;51,43339753;"51,4333975315;5,47197897282"
6172;Gestelsestraat;Parkeerplaats;1;5,472006971;51,43335043;"51,4333504284;5,47200697066"
6173;Gestelsestraat;Parkeerplaats;1;5,472031154;51,43330892;"51,4333089191;5,47203115359"
6181;Willemstraat;Parkeerplaats;1;5,473051306;51,43838684;"51,4383868439;5,47305130578"
6182;Willemstraat;Parkeerplaats;1;5,473196396;51,43837299;"51,4383729931;5,47319639619"
6185;Willemstraat;Parkeerplaats;1;5,4734983;51,4383462;"51,4383461991;5,47349829996"
6188;Willemstraat;Parkeerplaats Gehandicapten;1;5,474037613;51,43829817;"51,438298167;5,47403761292"
6189;Willemstraat;Parkeerplaats Gehandicapten;1;5,474140212;51,43828892;"51,438288922;5,47414021219"
6191;Hof van Eden;Parkeerplaats;1;5,473955548;51,43358672;"51,4335867157;5,47395554835"
6192;Hof van Eden;Parkeerplaats;1;5,473986268;51,43360313;"51,4336031331;5,47398626799"
6193;Hof van Eden;Parkeerplaats;1;5,474010413;51,43361819;"51,4336181891;5,47401041307"
6194;Hof van Eden;Parkeerplaats;1;5,474034566;51,43363736;"51,4336373619;5,47403456601"
6442;Tetrodestraat;Parkeerplaats Vergunning;1;5,47080886;51,46356785;"51,4635678534;5,4708088601"
6443;Tetrodestraat;Parkeerplaats Vergunning;1;5,470910394;51,46356937;"51,4635693651;5,47091039413"
6444;Tetrodestraat;Parkeerplaats Vergunning;1;5,470984014;51,46357565;"51,4635756545;5,47098401427"
6445;Tetrodestraat;Parkeerplaats Vergunning;1;5,471080483;51,46358351;"51,4635835122;5,47108048315"
6450;Tramstraat;Parkeerplaats Vergunning;1;5,4833963;51,43963437;"51,4396343681;5,48339629988"
6451;Tramstraat;Parkeerplaats Vergunning;1;5,4833964;51,43968193;"51,4396819334;5,4833964002"
6452;Tramstraat;Parkeerplaats Vergunning;1;5,483356498;51,44000858;"51,4400085797;5,48335649822"
6457;Tramstraat;Parkeerplaats Vergunning;1;5,483495679;51,43984199;"51,4398419872;5,48349567908"
6461;Tramstraat;Parkeerplaats Vergunning;1;5,48338903;51,4397961;"51,4397960956;5,48338902968"
6463;Tramstraat;Parkeerplaats Vergunning;1;5,483368988;51,43991661;"51,4399166098;5,48336898842"
6743;Heilige Geeststraat;Parkeerplaats Vergunning;1;5,474408645;51,4371189;"51,4371189038;5,47440864523"
6744;Heilige Geeststraat;Parkeerplaats Vergunning;1;5,474423896;51,43713475;"51,4371347475;5,4744238958"
6745;Heilige Geeststraat;Parkeerplaats Vergunning;1;5,474449318;51,43716327;"51,4371632674;5,47444931843"
6747;Heilige Geeststraat;Parkeerplaats Vergunning;1;5,474317112;51,43700957;"51,437009573;5,47431711195"
6749;Heilige Geeststraat;Parkeerplaats Vergunning;1;5,474497624;51,43721872;"51,4372187237;5,4744976238"
6751;Heilige Geeststraat;Parkeerplaats Vergunning;1;5,474530663;51,43725041;"51,4372504092;5,47453066347"
6755;Heilige Geeststraat;Parkeerplaats Vergunning;1;5,474604403;51,43734073;"51,4373407277;5,47460440257"
5919;Winkelcentrum Woensel;Parkeerplaats;1;5,473338166;51,46876871;"51,468768706;5,4733381658"
5920;Winkelcentrum Woensel;Parkeerplaats;1;5,473373224;51,46876868;"51,46876868;5,4733732242"
5924;Winkelcentrum Woensel;Parkeerplaats;1;5,473493753;51,46876722;"51,4687672245;5,47349375287"
6197;Hof van Eden;Parkeerplaats;1;5,473854871;51,43367861;"51,43367861;5,47385487107"
6199;Hof van Eden;Parkeerplaats;1;5,473900961;51,43370872;"51,4337087237;5,47390096099"
6200;Hof van Eden;Parkeerplaats;1;5,473670469;51,43355815;"51,4335581461;5,47367046881"
6205;Hof van Eden;Parkeerplaats;1;5,47385018;51,43351827;"51,4335182735;5,47385018043"
6208;Hof van Eden;Parkeerplaats Afgekruist;1;5,473617494;51,43337045;"51,433370448;5,47361749436"
6466;Tramstraat;Parkeerplaats Vergunning;1;5,483346594;51,44012433;"51,4401243296;5,48334659378"
6467;Tramstraat;Parkeerplaats Vergunning;1;5,483341635;51,44017824;"51,4401782406;5,48334163463"
6469;Tramstraat;Parkeerplaats Vergunning;1;5,483448217;51,44019242;"51,440192422;5,48344821651"
6471;Tramstraat;Parkeerplaats Afgekruist;1;5,483443407;51,44031768;"51,4403176805;5,48344340659"
6480;Tramstraat;Parkeerplaats Vergunning;1;5,483409642;51,44062481;"51,4406248136;5,48340964214"
6483;Tramstraat;Parkeerplaats Vergunning;1;5,483279445;51,44067328;"51,4406732792;5,48327944503"
6484;Tramstraat;Parkeerplaats Vergunning;1;5,48326196;51,4408033;"51,4408033049;5,48326196026"
6485;Tramstraat;Parkeerplaats Vergunning;1;5,483259517;51,4408477;"51,4408477011;5,48325951658"
6486;Tramstraat;Parkeerplaats Vergunning;1;5,483251989;51,44088734;"51,4408873446;5,48325198857"
6487;Tramstraat;Parkeerplaats Vergunning;1;5,483383435;51,44076749;"51,4407674935;5,48338343532"
6494;Tramstraat;Parkeerplaats Vergunning;1;5,483238136;51,44104254;"51,4410425392;5,4832381365"
6774;Prins Hendrikstraat;Parkeerplaats Vergunning;1;5,473909547;51,4364564;"51,4364564006;5,47390954666"
6776;Prins Hendrikstraat;Parkeerplaats Vergunning;1;5,473842621;51,43647928;"51,4364792817;5,47384262075"
6777;Prins Hendrikstraat;Parkeerplaats Vergunning;1;5,473769642;51,43652119;"51,4365211935;5,4737696417"
6778;Prins Hendrikstraat;Parkeerplaats Vergunning;1;5,473696511;51,4364832;"51,4364831953;5,47369651101"
6782;Prins Hendrikstraat;Parkeerplaats Vergunning;1;5,473578007;51,43659744;"51,4365974394;5,47357800712"
6784;Prins Hendrikstraat;Parkeerplaats Vergunning;1;5,473331531;51,43664899;"51,4366489924;5,47333153111"
6787;Prins Hendrikstraat;Parkeerplaats Vergunning;1;5,473346852;51,43670225;"51,4367022542;5,4733468518"
6790;Prins Hendrikstraat;Parkeerplaats Vergunning;1;5,473088192;51,43675001;"51,4367500098;5,47308819227"
6792;Prins Hendrikstraat;Parkeerplaats Vergunning;1;5,473091364;51,4368185;"51,4368185012;5,47309136439"
6793;Smitsstraat;Parkeerplaats Vergunning;1;5,472737846;51,43683839;"51,4368383946;5,47273784587"
6796;Smitsstraat;Parkeerplaats Vergunning;1;5,472701252;51,43680417;"51,4368041746;5,47270125217"
6797;Smitsstraat;Parkeerplaats Vergunning;1;5,472805083;51,43698104;"51,4369810403;5,47280508347"
6798;Smitsstraat;Parkeerplaats Vergunning;1;5,472728888;51,43693163;"51,4369316281;5,47272888827"
6804;Smitsstraat;Parkeerplaats Vergunning;1;5,47247057;51,43716393;"51,4371639348;5,47247057029"
6805;Smitsstraat;Parkeerplaats Vergunning;1;5,472306243;51,4371945;"51,4371944971;5,47230624304"
5928;Winkelcentrum Woensel;Parkeerplaats;1;5,473623044;51,46876439;"51,4687643871;5,47362304351"
5930;Winkelcentrum Woensel;Parkeerplaats;1;5,473684393;51,46876298;"51,4687629753;5,47368439312"
5932;Kleine Berg;Parkeerplaats;1;5,4743163;51,4361159;"51,4361158953;5,47431629991"
5935;Kleine Berg;Parkeerplaats;1;5,474212217;51,43603857;"51,4360385717;5,47421221737"
5936;Kleine Berg;Parkeerplaats;1;5,474181226;51,43601648;"51,4360164827;5,47418122633"
5937;Kleine Berg;Parkeerplaats;1;5,474147998;51,43599025;"51,4359902517;5,4741479983"
5940;Kleine Berg;Parkeerplaats;1;5,474059424;51,4359226;"51,4359225971;5,47405942354"
5943;Kleine Berg;Parkeerplaats;1;5,473823644;51,43565981;"51,4356598092;5,47382364432"
5948;Bergstraat;Parkeerplaats Vergunning;1;5,475909834;51,4370293;"51,4370292983;5,47590983434"
5949;Bergstraat;Parkeerplaats Vergunning;1;5,475959655;51,43700069;"51,4370006853;5,4759596547"
5956;Bergstraat;Parkeerplaats Gehandicapten;1;5,476366452;51,4367107;"51,4367106964;5,47636645164"
6214;Hof van Eden;Parkeerplaats;1;5,472861625;51,43364919;"51,4336491883;5,47286162543"
6225;Hof van Eden;Parkeerplaats;1;5,472828513;51,43353;"51,4335299959;5,47282851304"
6227;Hof van Eden;Parkeerplaats;1;5,472874511;51,43350392;"51,4335039218;5,47287451101"
6229;Hof van Eden;Parkeerplaats Afgekruist;1;5,4729249;51,43348059;"51,4334805861;5,47292490017"
6230;Hof van Eden;Parkeerplaats;1;5,473929832;51,43310044;"51,4331004385;5,47392983165"
6235;Hof van Eden;Parkeerplaats;1;5,473374865;51,4326781;"51,4326781044;5,47337486539"
6236;Hof van Eden;Parkeerplaats;1;5,473401641;51,43266226;"51,4326622555;5,47340164053"
6503;Tramstraat;Parkeerplaats Vergunning;1;5,483833554;51,44119554;"51,4411955442;5,48383355372"
6762;Prins Hendrikstraat;Parkeerplaats Vergunning;1;5,474186234;51,43628496;"51,4362849599;5,47418623389"
6763;Prins Hendrikstraat;Parkeerplaats Vergunning;1;5,474247064;51,43625828;"51,4362582783;5,47424706438"
6769;Prins Hendrikstraat;Parkeerplaats Vergunning;1;5,474116376;51,43636682;"51,4363668243;5,47411637616"
5732;Winkelcentrum Woensel;Parkeerplaats;1;5,472907093;51,46910024;"51,469100238;5,47290709269"
5739;Winkelcentrum Woensel;Parkeerplaats;1;5,473137183;51,46909596;"51,4690959606;5,47313718258"
5742;Winkelcentrum Woensel;Parkeerplaats;1;5,473229216;51,46909453;"51,4690945263;5,47322921616"
5744;Winkelcentrum Woensel;Parkeerplaats;1;5,473294958;51,46909448;"51,4690944777;5,47329495833"
5745;Winkelcentrum Woensel;Parkeerplaats;1;5,473338776;51,4690917;"51,4690917038;5,47333877647"
5747;Winkelcentrum Woensel;Parkeerplaats;1;5,473400144;51,46909166;"51,4690916584;5,4734001435"
5749;Winkelcentrum Woensel;Parkeerplaats;1;5,473465883;51,46909024;"51,4690902434;5,47346588308"
5752;Winkelcentrum Woensel;Parkeerplaats;1;5,473557917;51,46908881;"51,4690888089;5,47355791665"
5961;Bergstraat;Parkeerplaats;1;5,476883106;51,43627514;"51,4362751398;5,47688310584"
5963;Grote Berg;Parkeerplaats;1;5,475856989;51,43574576;"51,4357457649;5,47585698924"
5972;Willemstraat;Parkeerplaats;1;5,470718267;51,43859119;"51,438591191;5,47071826665"
6244;Zwembadweg;Parkeerplaats;1;5,478224322;51,43411334;"51,4341133408;5,47822432245"
6249;Zwembadweg;Parkeerplaats;1;5,477717685;51,43391777;"51,4339177746;5,4777176849"
6259;Zwembadweg;Parkeerplaats;1;5,477635547;51,43388351;"51,4338835071;5,47763554717"
6517;Hubert Seijssemaeckerstraat;Parkeerplaats Vergunning;1;5,483987111;51,44070706;"51,4407070613;5,48398711124"
6523;Antonie van Hemertstraat;Parkeerplaats Vergunning;1;5,484479839;51,44103202;"51,4410320172;5,48447983912"
6533;Antonie van Hemertstraat;Parkeerplaats Vergunning;1;5,484487649;51,44050105;"51,440501048;5,48448764857"
6538;Antonie van Hemertstraat;Parkeerplaats Vergunning;1;5,48450265;51,44039718;"51,4403971849;5,48450264982"
6540;Antonie van Hemertstraat;Parkeerplaats Vergunning;1;5,484507647;51,44036151;"51,4403615073;5,48450764653"
6544;Willem Dicbierstraat;Parkeerplaats Vergunning;1;5,484723854;51,44024037;"51,440240374;5,48472385356"
6547;Willem Dicbierstraat;Parkeerplaats Vergunning;1;5,484816432;51,44023078;"51,4402307837;5,48481643238"
5760;Winkelcentrum Woensel;Parkeerplaats;1;5,473790194;51,46908453;"51,4690845286;5,47379019398"
5768;Winkelcentrum Woensel;Parkeerplaats;1;5,472939868;51,46904957;"51,4690495718;5,47293986848"
5978;Willemstraat;Parkeerplaats;1;5,471480564;51,43852548;"51,4385254826;5,47148056411"
5984;Grote Berg;Parkeerplaats;1;5,474208239;51,4354078;"51,4354078034;5,47420823876"
5988;Willem de Zwijgerstraat;Parkeerplaats;1;5,473079916;51,43545517;"51,4354551669;5,47307991584"
5992;Wilhelminaplein;Parkeerplaats;1;5,471711687;51,43829263;"51,4382926253;5,47171168707"
5994;Wilhelminaplein;Parkeerplaats;1;5,471773264;51,4382883;"51,4382883019;5,47177326356"
5996;Wilhelminaplein;Parkeerplaats;1;5,471849895;51,43828226;"51,4382822598;5,47184989499"
5997;Wilhelminaplein;Parkeerplaats;1;5,471881371;51,43827882;"51,4382788212;5,47188137119"
5999;Wilhelminaplein;Parkeerplaats;1;5,471940201;51,4382745;"51,4382744997;5,47194020066"
6000;Wilhelminaplein;Parkeerplaats;1;5,471967565;51,43827192;"51,438271918;5,47196756514"
6004;Wilhelminaplein;Parkeerplaats;1;5,471696482;51,4382054;"51,4382054012;5,47169648175"
6012;Wilhelminaplein;Parkeerplaats;1;5,471971515;51,43818382;"51,4381838172;5,47197151474"
6263;Don Boscostraat;Parkeerplaats;1;5,477076097;51,43400193;"51,4340019285;5,47707609736"
6265;Don Boscostraat;Parkeerplaats;1;5,476801997;51,43465792;"51,4346579185;5,47680199721"
6269;Don Boscostraat;Parkeerplaats;1;5,476293475;51,43481411;"51,4348141141;5,47629347535"
6270;Don Boscostraat;Parkeerplaats;1;5,476373114;51,4348012;"51,4348012038;5,47637311413"
6273;Don Boscostraat;Parkeerplaats;1;5,476650537;51,43473995;"51,4347399542;5,47665053737"
6279;Deken van Somerenstraat;Parkeerplaats;1;5,475701374;51,43523735;"51,4352373499;5,47570137436"
6280;Deken van Somerenstraat;Parkeerplaats;1;5,475706567;51,43528672;"51,4352867163;5,47570656684"
6282;Deken van Somerenstraat;Parkeerplaats;1;5,475719493;51,43538227;"51,4353822651;5,47571949257"
6283;Deken van Somerenstraat;Parkeerplaats;1;5,475724699;51,43543959;"51,4354395936;5,47572469909"
6285;Deken van Somerenstraat;Parkeerplaats;1;5,475740187;51,43554151;"51,4355415107;5,47574018707"
6290;Paradijslaan;Parkeerplaats;1;5,478293316;51,4346073;"51,4346072954;5,47829331588"
6291;Paradijslaan;Parkeerplaats;1;5,478279493;51,43488822;"51,4348882221;5,47827949286"
6292;Paradijslaan;Parkeerplaats;1;5,478276005;51,43494216;"51,4349421623;5,47827600527"
6293;Paradijslaan;Parkeerplaats;1;5,478258141;51,43499836;"51,43499836;5,47825814104"
6549;Johanna van Rochefortstraat;Parkeerplaats Vergunning;1;5,484862824;51,43994057;"51,4399405697;5,48486282397"
6550;Johanna van Rochefortstraat;Parkeerplaats Vergunning;1;5,484846453;51,43987716;"51,4398771639;5,48484645302"
6551;Johanna van Rochefortstraat;Parkeerplaats Vergunning;1;5,484830054;51,43980107;"51,4398010732;5,48483005352"
6552;Johanna van Rochefortstraat;Parkeerplaats Vergunning;1;5,484817783;51,43975796;"51,4397579586;5,48481778344"
6557;Johanna van Rochefortstraat;Parkeerplaats Vergunning;1;5,485382453;51,43956344;"51,4395634399;5,48538245322"
6560;Johanna van Rochefortstraat;Parkeerplaats Vergunning;1;5,48521505;51,43957864;"51,4395786432;5,48521504956"
6564;Johanna van Rochefortstraat;Parkeerplaats Gehandicapten;1;5,485061389;51,43949633;"51,4394963266;5,48506138909"
5771;Winkelcentrum Woensel;Parkeerplaats;1;5,473049431;51,46904812;"51,4690481248;5,47304943129"
5774;Winkelcentrum Woensel;Parkeerplaats;1;5,473134902;51,4690467;"51,4690466955;5,47313490208"
5777;Winkelcentrum Woensel;Parkeerplaats;1;5,473244467;51,46904661;"51,4690466145;5,47324446746"
5778;Winkelcentrum Woensel;Parkeerplaats;1;5,473286103;51,46904658;"51,4690465838;5,47328610316"
5781;Winkelcentrum Woensel;Parkeerplaats;1;5,47340005;51,46904239;"51,4690423916;5,47340005029"
5782;Winkelcentrum Woensel;Parkeerplaats;1;5,473426344;51,46904237;"51,4690423722;5,47342634425"
5787;Winkelcentrum Woensel;Parkeerplaats;1;5,473595072;51,46904087;"51,4690408718;5,47359507201"
5796;Winkelcentrum Woensel;Parkeerplaats;1;5,473886514;51,46903656;"51,4690365564;5,47388651411"
6013;Wilhelminaplein;Parkeerplaats;1;5,472001613;51,43818208;"51,4381820784;5,47200161334"
6017;De Rungraaf;Parkeerplaats;1;5,474063176;51,43508382;"51,4350838161;5,4740631764"
6020;De Rungraaf;Parkeerplaats;1;5,474151833;51,43504447;"51,4350444694;5,47415183323"
6024;De Rungraaf;Parkeerplaats;1;5,474391924;51,434938;"51,4349379987;5,47439192449"
6026;De Rungraaf;Parkeerplaats;1;5,474348715;51,43489567;"51,4348956675;5,47434871464"
6029;De Rungraaf;Parkeerplaats;1;5,474263554;51,43483026;"51,4348302577;5,47426355431"
6032;De Rungraaf;Parkeerplaats;1;5,474194456;51,43477871;"51,4347787054;5,47419445555"
6298;Paradijslaan;Parkeerplaats;1;5,478230022;51,435322;"51,4353219968;5,47823002167"
6300;Paradijslaan;Parkeerplaats;1;5,478144254;51,43558612;"51,4355861241;5,47814425357"
6301;Paradijslaan;Parkeerplaats;1;5,477959428;51,43576044;"51,4357604392;5,47795942784"
6304;Frederik van Eedenplein;Parkeerplaats;1;5,477576337;51,43372652;"51,4337265183;5,47757633677"
6306;Frederik van Eedenplein;Parkeerplaats;1;5,477636235;51,43367416;"51,433674163;5,47763623519"
6310;Ploegstraat;Parkeerplaats;1;5,472420534;51,43273187;"51,4327318744;5,47242053376"
6314;Ploegstraat;Parkeerplaats;1;5,472514039;51,43264132;"51,4326413169;5,47251403853"
6571;Johanna van Rochefortstraat;Parkeerplaats Vergunning;1;5,485392366;51,43945403;"51,4394540322;5,48539236602"
6582;Augustijnendreef;Parkeerplaats Vergunning;1;5,485050289;51,43895069;"51,4389506929;5,48505028874"
6584;Augustijnendreef;Parkeerplaats Vergunning;1;5,485220213;51,43892835;"51,4389283533;5,4852202133"
6586;Augustijnendreef;Parkeerplaats Vergunning;1;5,485402839;51,43891393;"51,4389139299;5,48540283856"
6591;Augustijnendreef;Parkeerplaats Vergunning;1;5,485661231;51,43874248;"51,4387424775;5,4856612305"
6597;Augustijnendreef;Parkeerplaats Vergunning;1;5,485733017;51,43909123;"51,4390912267;5,48573301682"
5799;Winkelcentrum Woensel;Parkeerplaats;1;5,472825662;51,46891553;"51,4689155271;5,4728256615"
5803;Winkelcentrum Woensel;Parkeerplaats;1;5,472965907;51,46891406;"51,4689140576;5,47296590739"
5805;Winkelcentrum Woensel;Parkeerplaats;1;5,473038224;51,46891263;"51,4689126291;5,47303822378"
5808;Winkelcentrum Woensel;Parkeerplaats;1;5,473145596;51,46890982;"51,4689098173;5,47314559611"
6037;De Rungraaf;Parkeerplaats;1;5,474104339;51,43469328;"51,4346932814;5,47410433922"
6039;De Rungraaf;Parkeerplaats;1;5,474052509;51,4346548;"51,4346548036;5,47405250859"
6040;De Rungraaf;Parkeerplaats;1;5,474031525;51,43463865;"51,4346386487;5,47403152467"
6045;De Rungraaf;Parkeerplaats;1;5,473850415;51,4346565;"51,4346565003;5,47385041515"
6046;De Rungraaf;Parkeerplaats;1;5,473878801;51,43467804;"51,434678043;5,47387880109"
6049;De Rungraaf;Parkeerplaats;1;5,473944214;51,43473499;"51,4347349915;5,47394421368"
6051;De Rungraaf;Parkeerplaats;1;5,47398247;51,43476654;"51,4347665402;5,47398246978"
6056;De Rungraaf;Parkeerplaats;1;5,474094789;51,43485889;"51,4348588869;5,47409478924"
6057;De Rungraaf;Parkeerplaats;1;5,474117017;51,4348789;"51,4348788971;5,4741170174"
6059;De Rungraaf;Parkeerplaats;1;5,474155277;51,43491198;"51,4349119828;5,47415527667"
6062;De Rungraaf;Parkeerplaats;1;5,474082608;51,43493437;"51,4349343739;5,47408260839"
6063;De Rungraaf;Parkeerplaats;1;5,474064107;51,43492284;"51,4349228373;5,47406410669"
6315;Ploegstraat;Parkeerplaats;1;5,47257526;51,43259124;"51,4325912365;5,47257525996"
6318;Ploegstraat;Parkeerplaats;1;5,472697729;51,43250704;"51,432507045;5,47269772946"
6321;Ploegstraat;Parkeerplaats;1;5,472854189;51,4323845;"51,4323845024;5,47285418917"
6324;Ploegstraat;Parkeerplaats;1;5,472980042;51,43228753;"51,4322875324;5,47298004163"
6326;Ploegstraat;Parkeerplaats;1;5,473090771;51,43230129;"51,4323012897;5,47309077129"
6329;Ploegstraat;Parkeerplaats;1;5,472937694;51,43241106;"51,4324110555;5,47293769381"
6338;De Rungraaf;Parkeerplaats Vergunning;1;5,473674841;51,43499245;"51,4349924478;5,47367484109"
6340;De Rungraaf;Parkeerplaats Vergunning;1;5,473642739;51,43496012;"51,4349601214;5,47364273866"
6611;Augustijnendreef;Parkeerplaats Vergunning;1;5,485581057;51,43920868;"51,4392086826;5,48558105652"
6616;Augustijnendreef;Parkeerplaats Vergunning;1;5,485604097;51,43930538;"51,4393053785;5,48560409733"
6617;Augustijnendreef;Parkeerplaats Vergunning;1;5,485879381;51,43873278;"51,4387327801;5,48587938082"
5813;Winkelcentrum Woensel;Parkeerplaats;1;5,473303363;51,46890423;"51,4689042267;5,47330336346"
5818;Winkelcentrum Woensel;Parkeerplaats;1;5,473509346;51,46889997;"51,4688999664;5,473509346"
5822;Winkelcentrum Woensel;Parkeerplaats;1;5,47364301;51,46889577;"51,4688957684;5,47364300956"
5823;Winkelcentrum Woensel;Parkeerplaats;1;5,473669303;51,46889575;"51,4688957489;5,47366930344"
5828;Winkelcentrum Woensel;Parkeerplaats;1;5,473827073;51,46889152;"51,4688915238;5,47382707327"
5830;Winkelcentrum Woensel;Parkeerplaats;1;5,473905967;51,46889009;"51,4688900898;5,47390596666"
5831;Winkelcentrum Woensel;Parkeerplaats;1;5,473941025;51,46889006;"51,4688900637;5,47394102516"
6070;De Rungraaf;Parkeerplaats;1;5,473935753;51,43482357;"51,4348235722;5,47393575344"
6071;De Rungraaf;Parkeerplaats;1;5,473922187;51,43481357;"51,4348135689;5,47392218745"
6073;De Rungraaf;Parkeerplaats;1;5,473878994;51,43477971;"51,4347797138;5,47387899425"
6077;De Rungraaf;Parkeerplaats;1;5,473782718;51,43469891;"51,4346989143;5,47378271782"
6078;De Rungraaf;Parkeerplaats;1;5,473684259;51,43476368;"51,434763679;5,47368425851"
6081;De Rungraaf;Parkeerplaats;1;5,473762001;51,4348237;"51,4348237015;5,4737620014"
6084;De Rungraaf;Parkeerplaats;1;5,473821233;51,43486679;"51,4348667941;5,47382123263"
6348;De Rungraaf;Parkeerplaats Vergunning;1;5,473483521;51,43482853;"51,4348285285;5,47348352078"
6353;Wilhelminaplein;Parkeerplaats Vergunning;1;5,471196574;51,43799536;"51,4379953562;5,47119657403"
